word1,word2,mi
medius,unus,0.21008985844212003
accipio,manus,0.2100262756275244
loquor,pars,0.2100262756275244
debeo,teneo,0.21000616101742153
credo,totus,0.20997706631054758
nascor,totus,0.20997706631054758
quaero,uita,0.20994961252982147
mens,uita,0.20994961252982147
mors,uerbum,0.2099458218256567
nomen,pono,0.20993003998873494
relinquo,uerus,0.20984425378966431
domus,mors,0.20982107904968217
domus,uerus,0.20982107904968217
arma,bellum,0.2098071657869447
domus,os,0.20970342844359635
malus,relinquo,0.20968016920830834
liber,scio,0.20965669839271683
accipio,loquor,0.20964130744294618
peto,uir,0.20961569180467965
genus,ius,0.20960975649952296
mens,uis,0.20956151708256687
domus,peto,0.20953946910398535
deus,sequor,0.20952246315408818
nox,tempus,0.20937211453476223
liber,quaero,0.20936345688214697
mitto,quaero,0.20936345688214697
debeo,totus,0.2093275709679503
debeo,lex,0.20927476216912222
audio,lex,0.20927476216912222
ago,ratio,0.20917205244566262
malus,summus,0.20916911834789698
inuenio,totus,0.20915177951024155
primus,uita,0.20911224649410531
opus,relinquo,0.20910038170787715
magnus,pono,0.209088067543183
duo,inuenio,0.20905426512308178
iubeo,uolo,0.2089807083789692
iubeo,mens,0.20894100881023547
nascor,quaero,0.20889269024347534
loquor,medius,0.2088404770392005
nascor,puto,0.20883516508169375
quaero,summus,0.2088302879315913
homo,populus,0.20879082158644913
annus,pater,0.20876685514840698
homo,totus,0.2087433482062373
nomen,rex,0.2087431744453987
populus,terra,0.20866160184027116
lex,terra,0.20863982148314442
accipio,unus,0.20853805360395938
malus,tempus,0.20851320750091684
medius,tempus,0.20851320750091684
audio,nascor,0.20850405874987565
domus,locus,0.20844086133059747
iubeo,solus,0.20832897508318293
terra,uirtus,0.20831186383141276
annus,iubeo,0.20823462691798955
quaero,signum,0.20822239686216992
genus,nascor,0.20821960120229832
domus,magnus,0.20819360775430074
solus,uir,0.20819162955886306
sequor,uir,0.20819162955886306
inuenio,solus,0.20815684668904755
magnus,quaero,0.20814233499833357
magnus,mens,0.20814233499833357
lex,scio,0.20808066728102848
audio,uerbum,0.20808066728102848
tempus,uox,0.20781586947531316
loquor,uita,0.2077845722431766
ago,genus,0.20754287803147875
inuenio,ratio,0.20750238754351713
populus,uolo,0.20748878105113278
bonus,opus,0.20747397265743395
homo,liber,0.20740831790605707
dies,duo,0.20737609459471873
nox,teneo,0.20734248398307642
deus,totus,0.20731203538730014
duo,uenio,0.20729232574129774
domus,uis,0.20721526363896903
deus,magnus,0.20711717165902233
credo,summus,0.207110099765889
ius,terra,0.20710875581655586
nascor,uenio,0.20708330438195066
accipio,modus,0.2070257772305384
domus,nox,0.2070257772305384
locus,peto,0.20700852341685305
audio,peto,0.20697713542348328
lex,nomen,0.20697509239499823
nascor,uerus,0.20686669904628374
dies,genus,0.20682668732326448
puto,quaero,0.20681541112609825
bonus,pono,0.20672273059997526
animus,credo,0.20667226683936235
audio,uita,0.20663913878278972
deus,homo,0.20662100263917704
debeo,uolo,0.20655154928299702
deus,uis,0.206550019355638
liber,puto,0.20650972910936183
domus,inuenio,0.206471275375943
deus,liber,0.20638515889157993
nomen,ratio,0.2063697010148946
annus,loquor,0.20632804044606168
annus,nascor,0.20631186149106195
manus,uirtus,0.2062276201623554
manus,nox,0.2062276201623554
pars,signum,0.20621793754478723
bonus,terra,0.20620776443787836
modus,puto,0.2061294709711099
fides,pater,0.2061226351060581
inuenio,primus,0.20612046791464245
malus,mens,0.20606614545832347
peto,uis,0.20605042547258456
bellum,hostis,0.20602881339971102
animus,loquor,0.2060062132415288
loquor,nascor,0.2060062132415288
duo,modus,0.20598365421907783
dies,signum,0.2059675042566198
accipio,audio,0.20596103371786256
ago,uirtus,0.2059550636297116
fides,mors,0.20591364434947845
mitto,uolo,0.20590637278011936
accipio,uenio,0.20587978932751128
liber,uerus,0.20580270255602873
manus,nascor,0.20578963559418106
scio,summus,0.20573005475112005
mitto,pono,0.20572544015054817
credo,uita,0.2056957869440934
peto,solus,0.20569564982808686
peto,sequor,0.20569564982808686
accipio,mitto,0.20556358548224285
domus,iubeo,0.20551081628793622
bonus,liber,0.20550633095845505
populus,sequor,0.2054196079712236
solus,teneo,0.2054196079712236
manus,uox,0.20538155539903347
liber,uerbum,0.20531252396049915
annus,uenio,0.2053017329314777
ius,pars,0.20530172817293746
lex,liber,0.2053006628501013
lex,mitto,0.2053006628501013
uerbum,uita,0.20527651253129608
signum,summus,0.20517922894109297
dies,puto,0.20513482091315005
inuenio,opus,0.20510905788394673
peto,summus,0.2051080514537693
relinquo,summus,0.2051080514537693
audio,pono,0.20510251300058346
populus,uis,0.20508931102442052
audio,urbs,0.20502961808283526
lex,uir,0.20492505781875447
modus,unus,0.20486385428539045
mens,os,0.20481028267919932
medius,solus,0.204787033622706
audio,deus,0.20477857048503711
sequor,uerbum,0.2047426500850129
domus,terra,0.20470543182272216
loquor,terra,0.20470543182272216
populus,uerbum,0.2045945147448487
peto,totus,0.20457773340987817
ius,peto,0.20446008110050418
deus,uir,0.2044352577837305
homo,malus,0.20440730160742326
inuenio,modus,0.20438417212451387
nox,uenio,0.20434610967692635
iubeo,os,0.2043320746374988
deus,regnum,0.20432411165638875
solus,uita,0.2040557198189843
magnus,rex,0.20403152204257058
domus,homo,0.20402888699539368
populus,rex,0.20392171836356443
natura,ratio,0.20387226037840556
modus,uolo,0.20387211423844853
lex,populus,0.20384632275876502
deus,teneo,0.20384171434977016
summus,uolo,0.20383029643638562
animus,uir,0.2037802802535298
deus,loquor,0.20373149172778593
fides,malus,0.20372581525967703
corpus,deus,0.2037108210275127
bonus,debeo,0.20368904495645968
mater,pater,0.20366747094363546
liber,locus,0.20364271494896435
opus,summus,0.20360296835362224
pars,urbs,0.20354302520851775
duo,solus,0.20354000260858562
inuenio,uox,0.20354000260858562
genus,scio,0.20349178263755086
primus,scio,0.20347266210072146
lex,medius,0.20346849981630388
credo,opus,0.20335150499039845
audio,homo,0.20334933865380656
animus,fides,0.20330673738131644
inuenio,pars,0.2033044925655041
debeo,solus,0.2032687451059374
debeo,sequor,0.2032687451059374
audio,sequor,0.2032687451059374
fides,uir,0.20319952278809872
os,teneo,0.2031754624814992
inuenio,mitto,0.20316447585285502
genus,unus,0.20312717527401336
mens,uolo,0.2031270514355885
pono,uerus,0.20306206714329988
puto,uis,0.20305010840345084
accipio,uolo,0.20303758831154983
sequor,signum,0.20280980335044152
nox,totus,0.20279295104359019
bonus,urbs,0.20266677352598705
bonus,teneo,0.20258097499263705
quaero,scio,0.20250323063062226
gens,ius,0.20250279300953355
ratio,tempus,0.20248024154750155
debeo,mitto,0.2024334944679751
loquor,puto,0.20240615261467187
magnus,mitto,0.20239906890556192
debeo,opus,0.20237148698593987
os,urbs,0.2023490976732072
nox,uita,0.20232508286448425
duo,puto,0.20211098529296034
lex,mors,0.2021077402119289
lex,uerus,0.2021077402119289
malus,nomen,0.20201379133978659
uerus,urbs,0.20188852118477918
annus,liber,0.20186367403124894
corpus,mens,0.2018448516796667
accipio,urbs,0.20183247820771566
locus,urbs,0.201790230819741
locus,mors,0.201790230819741
debeo,populus,0.20174376077864853
bellum,regnum,0.20168924847202518
accipio,domus,0.20165644680187533
credo,terra,0.2016296464026084
nascor,terra,0.2016296464026084
loquor,peto,0.20155396270081827
pars,scio,0.20152592183150198
accipio,uerbum,0.20152507346206772
puto,scribo,0.20145060902395073
pono,uis,0.2014468687118347
deus,summus,0.20143364983679568
fides,regnum,0.20137904213628488
mitto,totus,0.20135856818514153
pono,relinquo,0.20132577888341707
manus,uita,0.20131049629338627
modus,uis,0.20121991478416223
mens,sequor,0.20121182749282074
homo,inuenio,0.20119627830296594
relinquo,uerbum,0.2011825957181923
bonus,relinquo,0.20117815243464143
animus,unus,0.20116994524507614
duo,summus,0.20113366999283766
lex,peto,0.20110717567171132
os,peto,0.20110553005822673
opus,scio,0.20109929282903138
corpus,mors,0.20104670196479635
rex,terra,0.201033005877032
uita,uolo,0.20100507598341633
genus,locus,0.20100469926589604
solus,uox,0.20096889727714817
mens,nascor,0.2008876366365806
deus,solus,0.200858000259033
ago,os,0.20076554161366555
lex,uerbum,0.2007183663858223
summus,uenio,0.2007118839856199
homo,ratio,0.20067475804357748
magnus,uirtus,0.20061782257163152
lex,nox,0.20061114355174414
pono,uerbum,0.20057386924668652
debeo,scribo,0.20054958084699326
populus,totus,0.20054083212872165
fides,pars,0.20036611413985472
animus,audio,0.20031829513336152
genus,solus,0.2003139727124008
iubeo,sequor,0.2003139727124008
rex,summus,0.20020572354048483
fides,inuenio,0.20020545221038866
modus,solus,0.20020545221038866
ius,mitto,0.20016657258303105
manus,relinquo,0.20015674397746341
deus,relinquo,0.2001103522372505
debeo,uerbum,0.20000811406592423
deus,scio,0.19998912442468164
pars,uir,0.19994226747219912
mors,solus,0.19981043538588406
mors,sequor,0.19981043538588406
animus,uox,0.19979972946707925
domus,uita,0.19971332414605492
homo,uir,0.19971204348566474
inuenio,sequor,0.19970258107664218
sequor,terra,0.19963914851613218
modus,relinquo,0.1995207084626891
malus,uita,0.1995089521304667
nomen,pater,0.19936455841655576
mors,populus,0.19931284710346286
populus,uirtus,0.19927816415802546
homo,opus,0.1991744964269131
nascor,summus,0.1991514277682782
homo,uis,0.19914777437088294
nomen,scio,0.19914335667959993
manus,puto,0.19909102258643507
pars,summus,0.1990440142248726
duo,mitto,0.19904267551919297
inuenio,magnus,0.19893964820070043
animus,mors,0.19889293754919812
animus,scio,0.19887188900433728
primus,ratio,0.1988484603741698
ius,opus,0.19881664545643485
nascor,signum,0.19880585434685916
manus,pars,0.1987803474733374
terra,uis,0.1987598557218444
fides,os,0.198757283232732
fides,opus,0.198757283232732
nox,urbs,0.19873103738363174
deus,opus,0.19871709825968153
iubeo,pater,0.19868631521659452
mater,primus,0.19863190074130266
mitto,signum,0.19852454550199905
corpus,homo,0.198465854887103
credo,modus,0.1984349420872471
lex,signum,0.19842686301315027
ius,sequor,0.19836244703015282
credo,deus,0.19830223145249715
duo,pono,0.19826143550367448
modus,scio,0.1982459374930139
ago,puto,0.19824572753844727
caelum,nox,0.19823357461563518
mitto,uir,0.19822840590960222
terra,uir,0.19813343385770477
genus,totus,0.19811162635330515
genus,uerus,0.19808423276623532
iubeo,mors,0.19808423276623532
ius,uirtus,0.1980258447596892
mors,quaero,0.19796129868856926
corpus,terra,0.19795636033269215
liber,urbs,0.1979104376509797
mitto,urbs,0.1979104376509797
credo,uis,0.19786480823212216
deus,rex,0.19786090746893326
summus,uir,0.19761236983358632
mens,nomen,0.19756669164102902
liber,peto,0.19751584633278618
liber,relinquo,0.19751584633278618
annus,relinquo,0.1974847831172566
annus,solus,0.19747975833055875
tempus,urbs,0.19746167798634584
mitto,os,0.19746049259890874
homo,ius,0.1974539810488034
uerus,uolo,0.1974014780001614
loquor,rex,0.19726248265682944
debeo,mors,0.19709392099926326
audio,mors,0.19709392099926326
fides,uis,0.1970468027434329
debeo,malus,0.19698713951044855
mitto,pars,0.1969543208609119
uita,unus,0.19693538070919114
bonus,quaero,0.1969291313921122
bonus,mens,0.1969291313921122
hostis,urbs,0.19691586196776978
nomen,populus,0.19690427587831305
genus,uerbum,0.19689271323440583
corpus,dies,0.19687505420552132
ago,medius,0.19675559434600043
debeo,uis,0.19669502827137997
malus,solus,0.19667846865280936
ago,uita,0.1966651394424197
deus,uerbum,0.19666471968273846
genus,lex,0.19663883492282874
animus,uerbum,0.19662878603438294
debeo,genus,0.19659481107077248
mater,peto,0.19655685677046986
corpus,uir,0.19650046043284242
deus,pater,0.19648697053966213
pars,uenio,0.1964734920210507
fides,sequor,0.19642569318062986
iubeo,pono,0.1963053286375276
audio,uox,0.19628040748337927
bellum,domus,0.19624888568151366
mater,nascor,0.19624888568151366
natura,unus,0.19619001349262888
dies,ratio,0.19608374603129253
dies,modus,0.1960454813398389
pars,terra,0.1959937141248682
accipio,ius,0.19595669012103833
domus,ius,0.19595669012103833
deus,fides,0.19594263875197093
mens,uir,0.19591697813787068
deus,pars,0.1959157593489289
annus,fides,0.1958829121914114
fides,populus,0.1958829121914114
scio,uox,0.19577258589379554
duo,uerbum,0.19577258589379554
fides,signum,0.19576457078713183
rex,teneo,0.19568749329140367
locus,rex,0.1956735648172554
medius,uenio,0.19565378668715283
puto,totus,0.19564689312236805
bonus,deus,0.19558345156919987
credo,os,0.19548662920780036
pars,uerus,0.19546733026693808
manus,regnum,0.19544453937549022
ius,mors,0.19543026952962972
uirtus,unus,0.19540582881947088
annus,opus,0.19530573076918678
relinquo,signum,0.19527889670058585
os,solus,0.19519626623426856
nox,uolo,0.1951951380676702
os,uita,0.19519391116033624
inuenio,terra,0.19516334333982144
puto,uerbum,0.19515435855661956
debeo,homo,0.1951216947987433
domus,duo,0.19497630418458645
locus,scribo,0.1948830718377561
lex,uox,0.1948784419310945
arma,manus,0.194744062843478
nascor,pono,0.19463070728820142
uerbum,uox,0.19460868968221323
ius,puto,0.1945937430889373
audio,mitto,0.19453739331877618
os,uerus,0.19451054444215643
uita,uox,0.19449602283637457
nox,uir,0.19445408529550878
peto,uox,0.19441004082391267
dies,hostis,0.19439652517520223
ratio,scio,0.19437410172100833
locus,mens,0.19434643575269117
liber,sequor,0.19431052439202645
mitto,solus,0.19431052439202645
accipio,pono,0.1942996573253426
fides,quaero,0.19428374419377992
fides,mens,0.19428374419377992
malus,modus,0.19428374419377992
malus,nox,0.19428374419377992
medius,modus,0.19428374419377992
puto,solus,0.19428250727922958
signum,tempus,0.19423433353292108
malus,nascor,0.19422213425410462
mitto,pater,0.19414685598907955
credo,pater,0.1940742781951421
ago,rex,0.19404896591343324
accipio,uerus,0.19403976736783157
magnus,urbs,0.19403709389766988
mitto,populus,0.19401195692194761
genus,pars,0.19389965700943002
domus,opus,0.19387343249943978
manus,pater,0.1938203527828284
scribo,uolo,0.19381128044453266
loquor,relinquo,0.19376438905638604
annus,uir,0.19373632712738953
natura,uerus,0.1935827346229564
peto,relinquo,0.1935461151173712
iubeo,regnum,0.19349920299790835
corpus,manus,0.19340282636440165
inuenio,medius,0.19336748635489354
mens,quaero,0.19335106639988542
os,unus,0.19330386792214416
nascor,uolo,0.19323289084641626
populus,quaero,0.19318833399876656
medius,summus,0.19312419864938501
iubeo,locus,0.19311442602166196
sequor,uox,0.19308940596142232
credo,mens,0.1930806927393549
malus,totus,0.1930146437021003
audio,ratio,0.19299471906567778
relinquo,uir,0.19299103241323312
liber,unus,0.19292266068822528
mitto,unus,0.19292266068822528
corpus,uolo,0.19289141888481875
opus,ratio,0.1928667470615597
corpus,tempus,0.1928210465735516
ius,pono,0.1928143589394704
audio,fides,0.19279371757301078
duo,ratio,0.19274313921929398
natura,primus,0.1926503284979315
opus,uolo,0.19264716280468264
teneo,uox,0.19250294057645334
homo,lex,0.1924094766722586
credo,ratio,0.19239595536607457
lex,os,0.19238742742095383
debeo,nascor,0.19235055470978946
credo,debeo,0.19235055470978857
nox,sequor,0.19229794283918622
uerbum,uirtus,0.19224018755558614
fides,scio,0.19224018755558614
populus,scio,0.1921899604963393
audio,signum,0.19208109419120856
homo,sequor,0.19207212684395625
liber,terra,0.19202609538315318
magnus,modus,0.19200703166503086
magnus,nox,0.19200703166503086
credo,uox,0.19199152499355154
os,totus,0.19197794647625877
mors,totus,0.19195923843296736
inuenio,peto,0.19193759381099795
bonus,ius,0.19186807994669497
fides,pono,0.19176231976553915
uenio,urbs,0.19169865554942422
summus,uox,0.1915533874224309
opus,terra,0.19148766436561981
teneo,uirtus,0.19142136975830404
loquor,nox,0.19134820182738466
bonus,fides,0.19134734215325988
pater,terra,0.1913455749443509
primus,uirtus,0.19129143300922546
deus,ius,0.19127632560224228
annus,summus,0.19114831763319895
credo,mors,0.1911184002093318
mors,nascor,0.1911184002093318
nascor,urbs,0.1911184002093318
loquor,pater,0.19108305006101833
mors,uirtus,0.1910073439411759
modus,uerus,0.1910073439411759
uerus,uirtus,0.1910073439411759
credo,nascor,0.19096440844683116
accipio,solus,0.1909371549714738
summus,uis,0.1908746025836594
mitto,puto,0.1908703233168607
deus,iubeo,0.19075830122614512
nox,uox,0.19073535342359893
debeo,dominus,0.1907311980104902
pars,uerbum,0.19071351385280355
bonus,inuenio,0.19069083195422376
duo,medius,0.19066479076133547
annus,credo,0.19060869186380813
domus,populus,0.19059182298625998
ius,rex,0.19059182298625998
lex,ratio,0.19056588029222965
mitto,uox,0.1905070971747982
fides,uox,0.19039559420309082
fides,peto,0.19039296820471474
fides,relinquo,0.19039296820471474
iubeo,urbs,0.19036790703876072
ius,nox,0.19032621965019292
animus,domus,0.19031790094801604
domus,nascor,0.19031790094801604
peto,scio,0.19030189328517633
mens,urbs,0.19025601270778658
mitto,uerus,0.1902121280161584
accipio,debeo,0.19021056335652986
ago,caelum,0.19015143942257406
populus,teneo,0.1901381863378937
nascor,uis,0.19010391867843968
domus,mitto,0.18998493171312614
animus,uita,0.1899553165608303
nox,summus,0.18990232166313348
deus,uerus,0.1897900466446485
gens,terra,0.18976152250044365
liber,opus,0.1897512901129792
deus,uirtus,0.1897268738089979
natura,teneo,0.18965821150483286
mens,relinquo,0.1896427078716476
os,uenio,0.18963414943418933
animus,magnus,0.1895897413863885
nascor,peto,0.18958855135747932
liber,malus,0.1895288280955425
genus,relinquo,0.1895275672411092
iubeo,peto,0.1895275672411092
rex,sequor,0.1895144094373169
inuenio,populus,0.1895144094373169
duo,uolo,0.18944448360610977
medius,signum,0.18942587208655848
annus,ius,0.1894254008874494
bellum,uis,0.18942282770307006
pono,puto,0.18938857485264826
bellum,manus,0.18938270910691823
arma,uenio,0.18932913300450682
annus,unus,0.18931252286794908
populus,uenio,0.18926994791574803
ratio,sequor,0.18925806891528563
teneo,uita,0.18913920793908812
deus,nomen,0.18907726149993653
magnus,uita,0.1890407992585903
arma,primus,0.18902072542732995
teneo,uerbum,0.1889714985677493
iubeo,lex,0.1889582469864246
caelum,dies,0.18888436506092443
populus,tempus,0.18886830969792978
accipio,terra,0.18884394617042943
mens,tempus,0.18883939407107153
audio,terra,0.18879318195872674
pars,populus,0.18876334135062844
annus,pars,0.18876334135062844
mors,scio,0.1887601701631887
malus,opus,0.18873789025887344
audio,uis,0.18871848250472034
genus,modus,0.18868046581675735
dominus,inuenio,0.18866930787890102
fides,solus,0.18866930787890102
bellum,dies,0.18866102622616676
duo,uis,0.1886488017162371
lex,uita,0.18846247770934177
nomen,signum,0.18842279286874586
scio,uita,0.1884213782803128
corpus,sequor,0.1883932026813504
homo,tempus,0.1883590550149261
animus,lex,0.1883385577564871
arma,domus,0.1882732637462361
rex,uerus,0.1881680087672768
malus,pars,0.18814060143815325
bonus,uox,0.18794034285904093
audio,puto,0.18786933995042343
nascor,opus,0.18781609024451296
duo,sequor,0.18778048042939854
fides,nascor,0.18772399556792063
nascor,uir,0.1876916023766384
pars,solus,0.18766838933622054
animus,inuenio,0.18764018650498837
annus,malus,0.18757981133877877
locus,nox,0.18755390283364282
bonus,nomen,0.18746610280889264
opus,rex,0.18741391007762864
liber,uita,0.1873905537196583
ius,pater,0.187281884795091
inuenio,lex,0.18725438689963703
mater,uolo,0.18725229642990016
dies,regnum,0.18724468783401882
genus,tempus,0.18715571559056254
bonus,tempus,0.1871350654590742
corpus,uita,0.18710844165468465
deus,uita,0.18708479549498414
annus,bonus,0.18706301054783392
mitto,uis,0.18697502504981944
ius,signum,0.18693830036308512
mens,scio,0.18691007975428509
hostis,terra,0.18690484201998814
mors,opus,0.18686675055819357
puto,urbs,0.1868095148000668
relinquo,uox,0.18679243111495047
scribo,uerbum,0.18676154868425154
peto,unus,0.18674877667861978
dies,medius,0.186705284380273
ratio,teneo,0.18669905386417263
audio,uir,0.1866722942303145
domus,pono,0.18664089576525278
audio,opus,0.18662650556830584
mors,uox,0.18662027572987405
iubeo,primus,0.18660987308858168
fides,mitto,0.1865712842424072
pono,populus,0.18656251318133865
regnum,terra,0.18647674905709355
peto,urbs,0.18644649640552924
peto,uerus,0.18644649640552924
accipio,mors,0.18643881141577534
bonus,uirtus,0.18643303892838503
magnus,regnum,0.18634384958813754
nascor,pater,0.18630508408759017
arma,nomen,0.18627954178060335
duo,nascor,0.18627402378232727
duo,homo,0.18622432014767387
arma,dies,0.18620183000897583
debeo,ius,0.1861568830817717
accipio,lex,0.1861568830817717
animus,liber,0.18615080423951813
liber,nascor,0.18615080423951813
mitto,nascor,0.18615080423951813
lex,pater,0.18609428259476957
homo,nascor,0.18609173291240122
mitto,scio,0.18608485863308832
uis,uox,0.18603402176504868
credo,rex,0.18595850539292602
uenio,uox,0.18594501385404438
iubeo,mitto,0.1859359980417361
genus,signum,0.185790259557149
nox,os,0.18576730436748523
malus,medius,0.18575961280116005
mater,nomen,0.1857442489994865
arma,uirtus,0.1857382046144549
inuenio,uerbum,0.18567661681214265
hostis,signum,0.18567262974303222
uirtus,uis,0.18550137647399367
nox,uis,0.18550137647399367
animus,quaero,0.1854675683981819
mens,summus,0.18544188341434076
accipio,medius,0.18537649859113614
homo,teneo,0.1852290153570939
debeo,fides,0.18517262640891374
lex,modus,0.18517262640891374
pater,uerus,0.18507587541230208
teneo,terra,0.1850631840094179
locus,medius,0.1850484598902149
iubeo,uis,0.1849915360419132
regnum,rex,0.1849652563645252
magnus,pater,0.1848692372396359
credo,genus,0.1848517195893855
credo,iubeo,0.1848517195893855
iubeo,nascor,0.1848517195893855
iubeo,teneo,0.1848316351235928
mors,signum,0.18478866243565228
liber,mater,0.18478309755442357
tempus,uirtus,0.1847644366757102
nomen,uox,0.1847184766030452
homo,pater,0.1846801721025697
signum,teneo,0.18464827946276685
locus,signum,0.1846128182606508
solus,uirtus,0.18459585811726864
deus,locus,0.18456829962186028
duo,genus,0.18455683478252372
audio,totus,0.18438953793269963
solus,urbs,0.18433828409337227
sequor,urbs,0.18433828409337227
domus,regnum,0.18433176563449916
mitto,terra,0.18432734783415228
inuenio,relinquo,0.1841865057090466
corpus,loquor,0.18418404831748791
mater,tempus,0.1841103771048802
deus,malus,0.18407475333151258
ratio,totus,0.18405970307908515
uir,uox,0.18398384203396478
annus,uerus,0.18390407500561157
pars,rex,0.18377147295909158
manus,rex,0.18377147295909158
uolo,uox,0.18372133931131085
liber,nomen,0.18367113915480537
malus,puto,0.18359619436144836
genus,malus,0.1835543297167197
credo,urbs,0.18353864693872968
nox,primus,0.1834102609828907
iubeo,uox,0.18334775742199483
primus,signum,0.18333925264699058
nascor,scio,0.1832777844859228
uirtus,uox,0.1832148776138327
modus,uox,0.1832148776138327
debeo,modus,0.1831896612256756
audio,nox,0.1831896612256756
dies,rex,0.18317977835949772
fides,unus,0.18315023134630426
duo,malus,0.1831361227967987
accipio,magnus,0.18311883421083497
ratio,unus,0.18308143333150717
deus,peto,0.18307196158995076
homo,uita,0.1830485303370324
manus,uerbum,0.18303022430064875
mens,terra,0.18302543469764476
credo,uirtus,0.18301193500338186
fides,uerbum,0.1830007014771864
animus,nomen,0.18284682543938935
iubeo,uerus,0.18284271005241948
fides,urbs,0.1828204123840962
accipio,fides,0.18281650758616852
ago,bellum,0.18279247288560008
credo,sequor,0.1827595010311125
signum,uenio,0.18272605502088002
terra,uita,0.1825442713157326
animus,uis,0.18253643308691192
liber,pono,0.18249472676405354
accipio,mens,0.18241058003517363
malus,mater,0.18241058003517363
genus,loquor,0.18240275342302947
nascor,pars,0.18230352793148885
fides,uita,0.1822726713237035
annus,peto,0.18220087633318371
arma,peto,0.18216424112016494
mens,peto,0.18214397889335832
animus,relinquo,0.18206040528295198
malus,mitto,0.18198578146367517
malus,signum,0.1818844224350311
ius,ratio,0.18183979711396336
natura,nomen,0.18182648982041982
audio,medius,0.18180169195179285
mens,pono,0.18176680000566936
animus,deus,0.18175156729653885
totus,uita,0.18173420333362422
ago,dominus,0.1815580718292482
homo,manus,0.18146687033168352
inuenio,urbs,0.18145412948450446
inuenio,mors,0.18145412948450446
nascor,uerbum,0.18142079583457882
arma,gens,0.18136410196499408
debeo,natura,0.18134405514659324
pater,uolo,0.18116442789137466
bonus,genus,0.18116202075598942
medius,os,0.1811513199856467
inuenio,uirtus,0.18111029510564602
medius,sequor,0.18110664935381493
domus,mater,0.1807926744210251
iubeo,magnus,0.1807846059383813
genus,uenio,0.18074463010340658
mens,uirtus,0.18069151470495282
mens,nox,0.18069151470495282
accipio,homo,0.1806728384139058
arma,teneo,0.1805192018133619
dies,gens,0.1804822416552403
lex,puto,0.18038803670823
nascor,os,0.18033587227877756
rex,tempus,0.1803120543205754
locus,mitto,0.18029993861265314
homo,uenio,0.1802870763837623
mitto,modus,0.18027827058300616
mitto,nox,0.18027827058300616
bellum,nox,0.18022496821391698
opus,populus,0.18014689283007534
gens,nomen,0.18011579909347564
pater,summus,0.1800947516186131
caelum,totus,0.17999247549453745
mors,pono,0.17998867805524554
pono,urbs,0.17998867805524554
corpus,opus,0.17996311302972412
relinquo,terra,0.1799044394658118
animus,bonus,0.1798892484540202
uenio,uirtus,0.1798512186037149
bellum,urbs,0.17979528473339101
inuenio,uita,0.17967113584285954
fides,modus,0.1796439312656899
duo,uerus,0.17963271647990364
debeo,manus,0.17957001929869953
medius,uolo,0.17956005047973278
homo,relinquo,0.1794744108326114
mors,os,0.17941359294921444
fides,genus,0.17939074027734492
mater,unus,0.179367737215963
bonus,sequor,0.17935736298512328
debeo,liber,0.17934244125525112
puto,uox,0.1792946918023226
arma,quaero,0.17916723265828605
uerbum,urbs,0.17909441137723103
mors,urbs,0.1790844176012687
bonus,uita,0.17907923313436225
locus,uita,0.17905533499803905
relinquo,urbs,0.1790289752894667
annus,deus,0.17899959362217377
deus,populus,0.17899959362217288
caelum,regnum,0.1789744190689051
bonus,modus,0.1789384177156581
medius,nascor,0.1788932966677912
liber,populus,0.17889315596813748
uirtus,uita,0.17888050767863017
malus,pater,0.17882420686826794
accipio,peto,0.17875674513688367
uirtus,uolo,0.17866917474592636
mitto,rex,0.17866872464171912
malus,peto,0.1786437356378947
ago,scribo,0.17859783959671383
liber,summus,0.17858282841755369
pater,uir,0.17842716836405348
peto,pono,0.17842541527136824
populus,puto,0.17839972530596881
nomen,nox,0.17838884823096812
dominus,nomen,0.17838884823096812
audio,pater,0.17834976131277447
modus,opus,0.1783075547545181
uir,uirtus,0.17829010344620855
opus,peto,0.1782869719146909
hostis,manus,0.1782799084633897
annus,audio,0.17826810525372316
duo,magnus,0.1781565531228173
annus,mens,0.1781222305160961
accipio,deus,0.17809101820121054
genus,uir,0.1780387505067873
ius,totus,0.17800378990763832
lex,uirtus,0.17774356473466568
bellum,liber,0.17772156660460947
arma,uox,0.177714301020945
iubeo,uita,0.1777046031918763
pater,primus,0.1776633245722623
iubeo,summus,0.1775380898226917
medius,nomen,0.17750268551462067
audio,scribo,0.17749071518583293
genus,sequor,0.17744849800295626
pater,populus,0.17744800253913073
mors,pater,0.1774401021770089
pater,urbs,0.177440102177008
mors,uis,0.17736725221038885
nomen,romanus,0.17735742129552623
puto,summus,0.1773406907941908
caelum,summus,0.1773406907941908
malus,urbs,0.17731199833979705
malus,mors,0.17731199833979705
rex,unus,0.17729359172162074
bonus,scribo,0.1772849022705243
signum,uerus,0.17728457196800207
modus,uerbum,0.17724493042503475
corpus,uenio,0.1772016476698406
nox,signum,0.17716456598839603
scribo,unus,0.1771268385577116
nox,solus,0.177094088618877
os,regnum,0.1769698929011474
arma,uis,0.1768639602519526
nox,relinquo,0.17681035047397753
corpus,domus,0.17671636127793544
opus,signum,0.1766556567088564
natura,uenio,0.17656492793667855
os,pono,0.17656289866839625
genus,puto,0.1765423492021032
natura,pono,0.1765266056345398
deus,uox,0.1764854129491935
domus,uirtus,0.17643872661464233
deus,pono,0.17640616713549662
accipio,uis,0.1762905466344149
iubeo,malus,0.1761310375087337
