id,title,creator,date_range_start,date_range_end,type,file,n_chars_raw,n_chars,n_words_raw,n_words,row_id,manual_label,prediction_source,prob_nb,score_nb_logit,label_nb_youden,label_nb_f1,prob_ridge,score_ridge_logit,label_ridge_youden,label_ridge_f1,prob_svm,score_svm_margin,score_svm_logit,label_svm_youden,label_svm_f1,prob_xgb,score_xgb_margin,score_xgb_logit,label_xgb_youden,label_xgb_f1,prob_lgb,score_lgb_margin,score_lgb_logit,label_lgb_youden,label_lgb_f1
MQDQ-222,mimographi incerti,mimographi incerti,-200,-1,poetry,lat_-0099.0_MQDQ-222.txt,247,247,43,43,214,NA,full_fit,0.05373638457503947,-2.8684308687849125,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5488660081494973,0.23951185525403307,0.19608995159511747,non_late,late,0.2844619225510714,-0.7762861251831055,-0.9224354108202096,non_late,non_late,0.3602071514366468,-0.5237126072387462,-0.5744651632236601,non_late,late
MQDQ-505,fabulae incertae,tragici incerti,-200,-1,poetry,lat_-0099.0_MQDQ-505.txt,9537,9537,1449,1449,215,late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5521915294424511,0.20952933979840072,non_late,late,0.519157385676772,-1.6517721974501505,0.07666707371438931,non_late,late,0.393153544978163,-0.34146830439567566,-0.43407556667403674,non_late,non_late,0.3614368307734068,-0.4335672823997847,-0.5691333200242142,non_late,late
MQDQ-504,fabulae,tragici incerti,-200,-1,poetry,lat_-0099.0_MQDQ-504.txt,200,200,28,28,216,late,oof,0.04911912044043994,-2.963140419277522,non_late,non_late,0.5624722268236717,0.25120157299522367,non_late,late,0.5309427344629583,-0.6224406612579613,0.12392930837294079,non_late,late,0.404877933627745,-0.3042276203632355,-0.38518091484444406,non_late,non_late,0.294351204923767,-0.6991117282472802,-0.8743440273483278,non_late,non_late
IT-LAT0849,Historica fragmenta,"Actorius Naso, Marcus",-100,-1,prose,lat_-0049_IT-LAT0849.txt,463,463,72,72,217,NA,full_fit,5.833170319791483e-6,-12.05194407808466,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5458123930653435,-0.21209718621607826,0.1837649704371519,non_late,late,0.34679305519087494,-0.5129842162132263,-0.6331657737147602,non_late,non_late,0.37527265984133745,-0.4627875148561592,-0.5096624441263853,non_late,late
MQDQ-626,carminum fragmenta,Furius Bibaculus,-100,-1,poetry,lat_-0049.0_MQDQ-626.txt,782,782,115,115,218,non_late,oof,0.007409948358764202,-4.897494270421589,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5573419157640694,-0.7099572953070594,0.23038125079710495,non_late,late,0.5047948552752279,0.03293687850236893,0.019180009062835096,late,late,0.5967903815925492,0.3935599408163324,0.39210936047537015,non_late,late
MQDQ-106,carminum fragmenta,Gannius,-100,-1,poetry,lat_-0049.0_MQDQ-106.txt,43,43,6,6,219,late,oof,0.14876775334845097,-1.7442986140782253,non_late,non_late,0.5620801897655214,0.24960871417195882,non_late,late,0.5350485496862127,-0.2631893766425237,0.14042449764664267,non_late,late,0.404877933627745,-0.3042276203632355,-0.38518091484444406,non_late,non_late,0.294351204923767,-0.6991117282472802,-0.8743440273483278,non_late,non_late
MQDQ-225,Atellanarum fragmenta,Mummius,-100,-1,poetry,lat_-0049.0_MQDQ-225.txt,157,157,23,23,220,non_late,oof,0.4837126962990256,-0.06517227287278624,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5567815530914525,-0.4995830033713441,0.22811022159473543,non_late,late,0.3252586577002849,-0.6268442273139954,-0.7297086852006411,non_late,non_late,0.2982917041609489,-0.8242540843329395,-0.8554459039303032,non_late,non_late
MQDQ-231,Cypriae Iliadis fragmenta,Naeuius iunior,-100,-1,poetry,lat_-0049.0_MQDQ-231.txt,35,35,5,5,221,non_late,oof,0.6294367567440323,0.5298012553657758,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5588285214030324,-0.24942152216653188,0.23640902630556035,late,late,0.3640441330214673,-0.4488449692726135,-0.5578540645375468,non_late,non_late,0.3450610929220627,-0.513222263764846,-0.6408204773605483,non_late,late
MQDQ-459,carminum fragmenta,Sueius,-100,-1,poetry,lat_-0049.0_MQDQ-459.txt,358,358,54,54,222,non_late,oof,0.9874368720059168,4.364346393500618,non_late,late,0.5606669301754691,0.24386919525484732,non_late,late,0.5454596549214125,-0.16823417678485927,0.18234216499629,non_late,late,0.4151637953164395,-0.2019004225730896,-0.3426586861613017,non_late,late,0.4703571045929062,-0.06268000162104007,-0.11871079399145977,non_late,late
MQDQ-509,comoediae fragmentum,Valerius,-100,-1,poetry,lat_-0049.0_MQDQ-509.txt,44,44,8,8,223,non_late,oof,0.6183655915451628,0.48261675021149136,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5574081587506126,-0.3205953670402574,0.23064975833811088,non_late,late,0.3252586577002849,-0.6268442273139954,-0.7297086852006411,non_late,non_late,0.3301008867786031,-0.6854092945367741,-0.7077287985162493,non_late,non_late
MQDQ-390,epigramma,Pupius,-50,-1,poetry,lat_-0049.0_MQDQ-390.txt,78,78,14,14,224,NA,full_fit,0.22024329051547148,-1.2642491587996147,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5469288060519663,-0.04704817899062985,0.18826936631366648,non_late,late,0.32094861936682667,-0.6187984347343445,-0.7494157496908254,non_late,non_late,0.3810887476041891,-0.439534628011076,-0.4849296085163842,non_late,late
MQDQ-517,carminum fragmenta,Valgius Rufus,-50,-1,poetry,lat_-0011_MQDQ-517.txt,443,443,73,73,225,late,oof,0.9233346330369192,2.488541650677576,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5571597160990099,-0.3915683228259917,0.22964277018687093,non_late,late,0.34015717502772086,-0.5655620694160461,-0.662593872393038,non_late,non_late,0.4896704073090962,-0.05903092673720475,-0.041324250522992746,non_late,late
MQDQ-265,"Medea, fragmentum","Ovidius Naso, Publius",-25,-1,poetry,lat_+0030_MQDQ-265.txt,70,70,11,11,226,non_late,oof,0.6850664072787227,0.7771539786530041,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5587111211327006,-0.2858027413559557,0.23593284652803223,non_late,late,0.3640441330214673,-0.4488449692726135,-0.5578540645375468,non_late,non_late,0.32771382747125216,-0.5814531508918316,-0.7185433515186602,non_late,non_late
MQDQ-248,ars,"Ovidius Naso, Publius",-1,1,poetry,lat_+0030_MQDQ-248.txt,95902,95902,15154,15154,227,late,oof,0.999999999999999,34.53957599234088,late,late,0.5684931506849313,0.27570588140506463,late,late,0.572494996678583,4.006074453593506,0.29203800397999297,late,late,0.537466268268211,0.1765466034412384,0.15014651355512615,late,late,0.4134441594094003,-0.3489274230956029,-0.349745411839924,non_late,late
IT-LAT0378,Epistula ad Gaium,"Augustus, Gaius Iulius Caesar Octavianus",1,1,prose,lat_001_IT-LAT0378.txt,525,525,77,77,228,NA,full_fit,3.163408037728102e-5,-10.361243890994444,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5466455122638442,-0.088936496309812485,0.18712618122592448,non_late,late,0.25418387290537525,-0.9164485931396484,-1.0764211771984988,non_late,non_late,0.3393827355821903,-0.6098136374283596,-0.6660461630246254,non_late,non_late
MQDQ-247,medicamina faciei,"Ovidius Naso, Publius",-1,1,poetry,lat_+0030_MQDQ-247.txt,3942,3942,622,622,229,non_late,oof,0.9999999993500341,21.154101278519015,late,late,0.5659219774514442,0.2652319262751803,late,late,0.5193179188688721,-1.6377663546733154,0.07731015847827226,non_late,late,0.801244488960668,1.050957202911377,1.3940906485092204,late,late,0.7981401277409611,1.2576476648156518,1.3747104257161202,late,late
MQDQ-249,remedia amoris,"Ovidius Naso, Publius",1,2,poetry,lat_+0030_MQDQ-249.txt,33386,33386,5310,5310,230,late,oof,1.2962055125607766e-15,-34.27933523504544,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5865687936473816,8.413817266713483,0.34979882497289994,late,late,0.4904641267333007,-0.01492797490209341,-0.03814811873985834,late,late,0.4374999723871627,-0.17128514548289497,-0.25131454048545215,non_late,late
MQDQ-331,carminis fragmentum,Asinius Pollio,-76,4,poetry,lat_+0040_MQDQ-331.txt,22,22,3,3,231,non_late,oof,0.5408123861301246,0.1636135564519175,non_late,non_late,0.56240638184371206,0.2509340206858298,non_late,late,0.5355819509508263,-0.21648828051511892,0.14256880012487996,non_late,late,0.404877933627745,-0.3042276203632355,-0.38518091484444406,non_late,non_late,0.294351204923767,-0.6991117282472802,-0.8743440273483278,non_late,non_late
MQDQ-57,carminum fragmenta,Domitius Marsus,-34,4,poetry,lat_0050.0_MQDQ-57.txt,634,634,100,100,232,non_late,oof,0.8803164692788068,1.9954304518655588,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.558369095578249,-0.3917816047532089,0.23454572996845677,non_late,late,0.6897050148447588,0.683813750743866,0.7987405814179834,late,late,0.5762921678157839,0.3193455867280099,0.30757062521318546,non_late,late
MQDQ-250,epistulae heroides,"Ovidius Naso, Publius",-25,8,poetry,lat_+0030_MQDQ-250.txt,162521,162521,26172,26172,233,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.6285040910491022,12.3208410659493,0.5258046853840596,late,late,0.8028198338941132,1.3413165807724,1.4040124629600805,late,late,0.5308422691564795,0.13251248702619903,0.1235259072074148,non_late,late
MQDQ-252,fasti,"Ovidius Naso, Publius",1,8,poetry,lat_+0030_MQDQ-252.txt,203405,203405,32032,32032,234,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.5996075912466375,7.851485928928282,0.40383033856247147,late,late,0.5707955719900818,0.3228468596935272,0.2850978004269028,late,late,0.504700726928621,0.03405636119510844,0.018803461723496753,non_late,late
MQDQ-251,metamorphoses,"Ovidius Naso, Publius",1,8,poetry,lat_+0030_MQDQ-251.txt,521665,521665,82124,82124,235,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.5646795686004161,2.5877395444723215,0.26017605122238463,late,late,0.4270829821993306,-0.204049214720726,-0.29376255358417536,non_late,late,0.6177215668774465,0.46755135192757485,0.47988859128073574,non_late,late
MQDQ-262,Ibis,"Ovidius Naso, Publius",10,11,poetry,lat_+0030_MQDQ-262.txt,25679,25679,4151,4151,236,late,oof,0.999999999999999,34.53957599234088,late,late,0.5689655172413791,0.27763173659827894,late,late,0.5473270816239525,-3.8045934584794394,0.18987674895407677,non_late,late,0.675077970254778,0.6274580955505371,0.7312429506192961,late,late,0.7310545227967876,0.9271931930314233,0.9999793714764977,late,late
MQDQ-253,tristia 1,"Ovidius Naso, Publius",9,12,poetry,lat_+0030_MQDQ-253.txt,30250,30250,4847,4847,237,NA,full_fit,0.9999999693186152,17.2996096949912,late,late,0.5686813186813187,0.27647298791706093,late,late,0.5952320973411482,7.184871399518524,0.38563758607050247,late,late,0.45489798218451366,-0.10131813585758209,-0.18089978696597975,late,late,0.6341599142890204,0.5335660421064554,0.5501048397369842,non_late,late
MQDQ-254,tristia 2,"Ovidius Naso, Publius",9,12,poetry,lat_+0030_MQDQ-254.txt,23645,23645,3760,3760,238,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5928235708289574,6.818918038717815,0.3756502566275832,late,late,0.40470740641444575,-0.28790518641471863,-0.3858886858858634,non_late,non_late,0.7513098761001343,1.0558317265551727,1.1056105455133,late,late
MQDQ-255,tristia 3,"Ovidius Naso, Publius",9,12,poetry,lat_+0030_MQDQ-255.txt,32611,32611,5233,5233,239,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.5812569634861035,5.070564609440233,0.3279354832404863,late,late,0.5702712940256137,0.32089924812316895,0.28295810879160826,late,late,0.5853610728317171,0.34056565664101374,0.3448207888496453,non_late,late
MQDQ-256,tristia 4,"Ovidius Naso, Publius",9,12,poetry,lat_+0030_MQDQ-256.txt,27938,27938,4520,4520,240,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.6157750116975854,10.336641316120481,0.4716533680174464,late,late,0.7399683947519243,1.0152647495269775,1.0458042932171103,late,late,0.6186742376791081,0.47134607560352754,0.4839248332100917,non_late,late
MQDQ-257,tristia 5,"Ovidius Naso, Publius",9,12,poetry,lat_+0030_MQDQ-257.txt,30925,30925,5025,5025,241,late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5722961017739102,3.938673342342539,0.2912253882989476,late,late,0.6811634957682358,0.6507366895675659,0.7591239137468426,late,late,0.8542699893109665,1.6018500843846932,1.7684916226650698,late,late
MQDQ-258,ex Ponto 1,"Ovidius Naso, Publius",13,13,poetry,lat_+0030_MQDQ-258.txt,31574,31574,5079,5079,242,late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5722000261942897,0.2908328909761357,late,late,0.5434379247728126,0.4722124757814007,0.1741908146159726,non_late,late,0.7278431450134921,0.7383878827095032,0.9837069920068308,late,late,0.881098687342016,1.8041744427624773,2.002875793424536,late,late
MQDQ-259,ex Ponto 2,"Ovidius Naso, Publius",13,13,poetry,lat_+0030_MQDQ-259.txt,31191,31191,5044,5044,243,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.6112283076392795,9.634032625883885,0.4524782894131756,late,late,0.5554882464927022,0.26620611548423767,0.22287095373633048,late,late,0.7690510731078484,1.1473567865649523,1.2029607918933967,late,late
MQDQ-260,ex Ponto 3,"Ovidius Naso, Publius",13,13,poetry,lat_+0030_MQDQ-260.txt,30182,30182,4886,4886,244,NA,full_fit,0.023357213468500764,-3.7332150980000733,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5541207879745382,1.0179532882603024,0.21733460153204048,non_late,late,0.33659502386904805,-0.5542534589767456,-0.6785051293028945,non_late,non_late,0.6129374298601767,0.4485486986733208,0.4596764988114213,non_late,late
IT-LAT0029_4,Invectiva in Ciceronem,Pseudo-Sallust,-40,14,prose,lat_-0049_IT-LAT0029_4.txt,4755,4755,715,715,245,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5353184892176501,-1.7604074081429273,0.14150962884829962,non_late,late,0.5351829577524857,0.19165267050266266,0.1409647949122086,late,late,0.5355544103580749,0.1503118052862314,0.14245807745485062,non_late,late
IT-LAT0996,Res romanae,Cornelius Severus,-40,14,poetry,lat_-0037_IT-LAT0996.txt,368,368,55,55,246,NA,full_fit,0.10766489797159702,-2.114818130040362,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5456600496479174,-0.23461411595288084,0.18315045498405552,non_late,late,0.34597785873886266,-0.516261637210846,-0.6367664250975485,non_late,non_late,0.41050251018457473,-0.32385590335249825,-0.36188841799168436,non_late,late
MQDQ-46,carminum fragmenta,Cornelius Seuerus,-40,14,poetry,lat_-0049.0_MQDQ-46.txt,1273,1273,194,194,247,late,oof,0.9999999850715753,18.01999872717767,late,late,0.5422713417956831,0.16948994757411048,non_late,late,0.5232342991862566,-0.4487271017522079,0.09300417759208794,non_late,late,0.4343232970893751,-0.2610499858856201,-0.26423353778628983,non_late,late,0.5813820958804613,0.31035107270101864,0.32844961228665953,non_late,late
MQDQ-239,obtrectatores Vergilii,Numitorius,-39,14,poetry,lat_0050.0_MQDQ-239.txt,96,96,14,14,248,non_late,oof,0.8367341282278467,1.6341263844054275,non_late,non_late,0.5624300149513946,0.2510300496439587,non_late,late,0.5364588847375104,-0.13969420060355653,0.14609483590397834,non_late,late,0.404877933627745,-0.3042276203632355,-0.38518091484444406,non_late,non_late,0.3821633322531181,-0.35634521395351665,-0.4803760422875428,non_late,late
MQDQ-385,carminis fragmentum,Arbonius Silo,-27,14,poetry,lat_0050.0_MQDQ-385.txt,90,90,14,14,249,non_late,oof,0.11134193396524601,-2.0771065813835605,non_late,non_late,0.5609008249936613,0.24481880861507355,non_late,late,0.5446044319668633,-0.2863451329931415,0.17889329667729467,non_late,late,0.34731407205297843,-0.4223799407482147,-0.6308665682867667,non_late,non_late,0.3567423913256078,-0.5298408404361474,-0.5895313511984145,non_late,late
MQDQ-58,carminis fragmentum,Dorcatius,-27,14,poetry,lat_0050.0_MQDQ-58.txt,82,82,14,14,250,NA,full_fit,0.20631408955112035,-1.3472880900419284,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5446693666438758,-0.38101015809491434,0.17915512208476814,non_late,late,0.30712671389455637,-0.6772087812423706,-0.8135867228663871,non_late,non_late,0.36829114855210515,-0.4908912084571453,-0.5395548200063287,non_late,late
MQDQ-112,tragoediarum fragmenta,Gracchus,-27,14,poetry,lat_0050.0_MQDQ-112.txt,101,101,15,15,251,NA,full_fit,0.9988073950029592,6.730421974528527,non_late,late,0.5686813186813187,0.27647298791706093,late,late,0.5421996142730396,-0.7457476379421397,0.16920097556881905,non_late,late,0.28106424504582145,-0.791535496711731,-0.9391887271384607,non_late,non_late,0.3548831017308931,-0.5455036303976141,-0.59764309365237,non_late,late
MQDQ-113,cynegeticon,Grattius,-27,14,poetry,lat_0050.0_MQDQ-113.txt,22897,22897,3612,3612,252,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.6156263467387781,10.313619173841156,0.4710250646759433,late,late,0.6726867583813361,0.7190375328063965,0.7203621427337945,late,late,0.525585387578594,0.11267985967004143,0.10243101626410062,non_late,late
MQDQ-391,de bello Aegiptiaco,Rabirius,-27,14,poetry,lat_0050.0_MQDQ-391.txt,2990,2990,479,479,253,non_late,oof,0.999999999999999,34.53957599234088,late,late,0.5441804339519698,0.1771838292031633,non_late,late,0.516395258696388,-1.0020762019157505,0.06560455459780189,non_late,late,0.5295041564744837,0.10679750889539719,0.11815388999908982,late,late,0.6338404060614802,0.5117024554515309,0.5487279099220045,non_late,late
MQDQ-392,carminum fragmenta,Rabirius,-27,14,poetry,lat_0050.0_MQDQ-392.txt,32,32,5,5,254,NA,full_fit,0.5746809066082851,0.30097524653968555,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5451669440160346,-0.30748834034129197,0.1811616253548599,non_late,late,0.30712671389455637,-0.6772087812423706,-0.8135867228663871,non_late,non_late,0.36829114855210515,-0.4908912084571453,-0.5395548200063287,non_late,late
MQDQ-108,Aratea,Germanicus Caesar,4,14,poetry,lat_+0017_MQDQ-108.txt,30942,30942,4731,4731,255,late,oof,0.999999999999999,34.53957599234088,late,late,0.5822747556077651,0.3321185186704155,late,late,0.5569722183039398,1.4256128229318548,0.22888288060065412,non_late,late,0.9038942247623839,1.7748039960861206,2.241262935244409,late,late,0.9239892359720798,2.5335177482202758,2.4978254599891714,late,late
MQDQ-109,Arateorum fragmenta,Germanicus Caesar,4,14,poetry,lat_+0017_MQDQ-109.txt,10935,10935,1662,1662,256,late,oof,0.999999999999999,34.53957599234088,late,late,0.5836757667362256,0.33788127114065925,late,late,0.5514008800340142,1.839993763170499,0.2063324342378556,non_late,late,0.6635556290455318,0.6464909911155701,0.6791798732848026,late,late,0.802870547385932,1.2937914810938638,1.4043328569277163,late,late
IT-LAT0278,Res gestae,"Augustus, Gaius Iulius Caesar Octavianus",14,14,prose,lat_0013_IT-LAT0278.txt,37284,37284,5890,5890,257,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5398287675990188,0.15965332766620843,non_late,non_late,0.5121823271594655,-4.74364891470405,0.04873895457059583,non_late,non_late,0.6812606932359799,0.641307532787323,0.7595714938445336,late,late,0.7075665727398318,0.9318344868140509,0.8835946791792442,non_late,late
MQDQ-261,ex Ponto 4,"Ovidius Naso, Publius",16,16,poetry,lat_+0030_MQDQ-261.txt,38045,38045,6135,6135,258,NA,full_fit,0.00900182853896116,-4.701284961487545,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5864264867693738,5.850175033508615,0.34921203642001825,late,late,0.602414661614568,0.4415760040283203,0.415536416044745,late,late,0.6615183427925624,0.6463507390661672,0.6700678098323793,non_late,late
IT-LAT0142,Ab Urbe condita,"Livius, Titus",-31,17,prose,lat_-001_IT-LAT0142.txt,3316374,3316374,510676,510676,259,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.030557551061407295,-133.62014964806528,-3.4571092856686874,non_late,non_late,0.6777072718292995,0.7398754954338074,0.7432552159774737,late,late,0.3152997907618483,-0.7126777910453063,-0.7754571887832523,non_late,non_late
MQDQ-264,phaenomenon fragmenta,"Ovidius Naso, Publius",-25,18,poetry,lat_+0030_MQDQ-264.txt,245,245,40,40,260,non_late,oof,0.9997939949285938,8.487403744707544,non_late,late,0.5412830595589923,0.16550902512976184,non_late,late,0.5305787429306806,0.146305713022016,0.12246781056668576,non_late,late,0.36495173119882973,-0.5397366881370544,-0.5539359083171962,non_late,non_late,0.40131748244886045,-0.3554885880352416,-0.39997859596067564,non_late,late
MQDQ-187,astronomica,Marcus Manilius,10,20,poetry,lat_+0050.0_MQDQ-187.txt,178328,178328,28451,28451,261,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.7415750335873326,31.681113060396658,1.0541709615947699,late,late,0.7079403229373097,0.8692614436149597,0.885401645615354,late,late,0.7502587677968667,1.0505501889054092,1.0999928601338502,late,late
MQDQ-99,carminis fragmentum,Albinouanus Pedo,-25,25,poetry,lat_-0049.0_MQDQ-99.txt,918,918,146,146,262,NA,full_fit,0.9999982914065716,13.279838373827355,late,late,0.5686813186813187,0.27647298791706093,late,late,0.5465203904511587,-0.10743580362171373,0.1866213117633645,non_late,late,0.41276609805039105,-0.2575521469116211,-0.3525421265826689,non_late,late,0.4358021298249654,-0.22638764532343214,-0.2582167139539646,non_late,late
MQDQ-178,"corpus Tibullianum 3, 1-6",Lygdamus,-25,25,poetry,lat_0050.0_MQDQ-178.txt,11406,11406,1819,1819,263,late,oof,0.999999999999999,34.53957599234088,late,late,0.5505422065299673,0.20286166978496273,non_late,late,0.5589721577020024,2.459172105388174,0.2369916566671996,late,late,0.606261049983493,0.4083468019962311,0.4316225425665668,late,late,0.36750725082356095,-0.48615329271622626,-0.542925708192907,non_late,late
IT-LAT0632,De figuris sententiarum et elocutionis,"Lupus, Publius Rutilius",1,25,prose,lat_0050_IT-LAT0632.txt,28744,28744,4300,4300,264,late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5601255612329098,0.15265531783242398,0.2416716553346484,late,late,0.6106866881856589,0.39280715584754944,0.4501995940953859,late,late,0.4938546716846204,0.027756963311742107,-0.024582551126746066,non_late,late
MQDQ-105,epigramma,Asinius Gallus,-10,30,poetry,lat_-007_MQDQ-105.txt,87,87,13,13,265,NA,full_fit,0.7168498616825023,0.9288891396852749,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.544153585583016,-0.4572078379989188,0.1770755911567767,non_late,late,0.32038953694402106,-0.6211345195770264,-0.7519822271513721,non_late,non_late,0.37761056638866936,-0.4534236222141692,-0.49970257897385656,non_late,late
IT-LAT0148,Historia Romana,"Velleius Paterculus, Caius",30,30,prose,lat_0029_IT-LAT0148.txt,178908,178908,26635,26635,266,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.6552548557216151,16.58646025496046,0.6422188208506062,late,late,0.5402127817490394,0.21007071435451508,0.1611992887753999,late,late,0.37385979735012076,-0.4684576486649906,-0.5156934581813212,non_late,late
IT-LAT0883,Factorum et dictorum memorabilium libri novem,Valerius Maximus,31,31,prose,lat_0030_IT-LAT0883.txt,548856,548856,80770,80770,267,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.4163499555652855,-19.322256627024082,-0.3377754182737396,non_late,non_late,0.3711268334491735,-0.4167000353336334,-0.527385720045565,non_late,non_late,0.3023616118986756,-0.7696704658672923,-0.8360772084280165,non_late,non_late
MQDQ-269,carminis fragmentum,Sextus Paconianus,1,32,poetry,lat_+0050.0_MQDQ-269.txt,168,168,22,22,268,NA,full_fit,0.6506019505766653,0.6216861971165032,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.54537847913979,-0.2762279728781156,0.18201476026712926,non_late,late,0.30712671389455637,-0.6772087812423706,-0.8135867228663871,non_late,non_late,0.36829114855210515,-0.4908912084571453,-0.5395548200063287,non_late,late
MQDQ-267,*consolatio ad Liuiam,Pseudo-Ovid,12,37,poetry,lat_+0030_MQDQ-267.txt,19515,19515,3135,3135,269,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5611239316754222,0.2457247244826854,non_late,late,0.543356846815269,0.4650956245285176,0.17386404109148895,non_late,late,0.40568121615424774,-0.3016892373561859,-0.3818481792472214,non_late,non_late,0.29581245239624676,-0.6929997650695121,-0.8673190767843201,non_late,non_late
IT-LAT0382,De medicina,"Celsus, Cornelius Aulus",14,37,prose,lat_0030_IT-LAT0382.txt,673745,673745,105154,105154,270,NA,full_fit,0.999999999999999,34.53957599234088,late,late,0.5686813186813187,0.27647298791706093,late,late,0.2792317972604871,-41.69205021538844,-0.9482753400349714,non_late,non_late,0.7935307414830527,1.288822054862976,1.3463407486939345,late,late,0.3271197708155893,-0.6617057328871683,-0.7212409728128379,non_late,non_late
MQDQ-104,carminis fragmentum,Gaetulicus,1,39,poetry,lat_0026_MQDQ-104.txt,129,129,18,18,271,non_late,oof,0.9700347867791191,3.4772947839641284,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5571544396909106,-0.39307555289830426,0.22962138510001334,non_late,late,0.3252586577002849,-0.6268442273139954,-0.7297086852006411,non_late,non_late,0.34850622189606234,-0.6082244451466613,-0.6256117630087193,non_late,late
IT-LAT0083,Consolatio ad Marciam,"Seneca, Lucius Annaeus",39,40,prose,lat_0040_IT-LAT0083.txt,53658,53658,8353,8353,272,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5368034686389308,0.1474806095288298,non_late,non_late,0.4973416826996263,-3.553102082974191,-0.010633369391995358,non_late,non_late,0.10126518204093475,-1.6737260818481445,-2.1832453756673806,non_late,non_late,0.026235865488580208,-3.0827486379923483,-3.6140417261846767,non_late,non_late
IT-LAT0116,Consolatio ad Helviam matrem,"Seneca, Lucius Annaeus",42,42,prose,lat_0041_IT-LAT0116.txt,43825,43825,6760,6760,273,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5352071207874872,-1.7768119447073654,0.1410619283252904,non_late,late,0.23529217952321438,-1.0095146894454956,-1.1786657678683405,non_late,non_late,0.2624634565148245,-0.9550014929380611,-1.0332037784110117,non_late,non_late
IT-LAT0112,Consolatio ad Polybium,"Seneca, Lucius Annaeus",41,44,prose,lat_0043_IT-LAT0112.txt,36007,36007,5689,5689,274,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.4843786143592983,-9.2358955781142,-0.06250588541502065,non_late,non_late,0.19676142334778424,-1.2170417308807373,-1.4066598306550533,non_late,non_late,0.20450278754030285,-1.2607254063616564,-1.3583857372416765,non_late,non_late
IT-LAT0266,De chorographia,"Mela, Pomponius",44,44,prose,lat_0050_IT-LAT0266.txt,106179,106179,16240,16240,275,non_late,oof,0.999999999999999,34.53957599234088,late,late,0.6038534246176952,0.42154721138665724,late,late,0.675022176418746,18.6208725667471,0.7309885994195364,late,late,0.5226489457045862,0.12958744168281555,0.09065782368159164,late,late,0.7255176664891494,1.0195511616099218,0.9719985227216142,late,late
