id,title,creator,date,label,notes,,
IT-LAT0644,Epithalamium in nuptiis Sigismundi regis Poloniae et bonae Sphoriciae,"Corvinus, Laurentius",1450,late,"I read the text in https://www.thelatinlibrary.com/corvinus2.html, and it doesn't look Christian to me.",,
IT-LAT0371,Epistulae tres ad Ovidiana epistulas responsoriae,"Sabinus, Aulus",1450,late,"is the date for this correct? (""Aulus Sabinus flourished in the Reign of Augustus and was contemporary with Ovid"".)",,
IT-LAT0879,Facetiae latinae et germanicae,Augustin T√ºnger,1486,late,"https://la.wikisource.org/wiki/Facetiae_latinae_et_germanicae (this one is complicated; prayer formula “Pater noster” appears in a sexual/marriage anecdote and is used as comic “sanctimony"".)",,
IT-LAT0620,Lamia,"Ambrogini, Agnolo (alias Poliziano)",1492,late,,,
IT-LAT0483,Oratio Ingelstadiana,"Celtis, Conradus",1492,late,,,
IT-LAT0924,Institutio principis christiani,"Erasmus Roterodamus, Desiderius",1501,late,https://plato.stanford.edu/entries/erasmus/,,
IT-LAT0667,Morias encomion,"Erasmus Roterodamus, Desiderius",1511,late,,,
IT-LAT0559,Epigrammata selecta,"More, Thomas",1519,late,https://www.intratext.com/IXT/LAT0559/,,
IT-LAT0569,Epigrammata,"Owen, John",1530,late,,,
IT-LAT0587,Basia,"Everaerts, Jan Niclai (alias Johannes Secundus)",1550,late,https://archive.org/details/kissesbeingpoeti00secuuoft/page/n13/mode/2up,,
IT-LAT0465,De Wilhelmo Thellio elegia,"Fabricius Montanus, Johannes",1550,late,"contains some christian-coded language, but isn't christian in its orientation on the whole. ",,
IT-LAT0640,Carmina,"Vega, Garcilaso de la",1550,late,https://www.thelatinlibrary.com/garcilaso.html,,
IT-LAT0874,Vita de Leonis X,Paolo Giovio,1550,late,https://www.tertullian.org/rpearse/scanned/paulo_giovio_de_leonis_x.htm,,
IT-LAT0590,Carmina selecta,"Sarbievius, Casimir",1632,late,https://la.wikisource.org/wiki/Carmina_selecta_(Casimirus_Sarbevius),,
IT-LAT0629,"Ad D. D. Hannes, insignissimum medicum et poetam","Addison, Joseph",1695,late,"https://la.wikisource.org/wiki/Ad_D._D._Hannes,_insignissimum_medicum_et_poetam",,
IT-LAT0579,Caecus amor,"Por√©, Carolus",1750,late,,,
IT-LAT0771,Stabat Mater,"Boccherini, Luigi",1781,late,,,
IT-LAT0573,Hypercalypseos liber singularis,"Foscolo, Ugo",1815,late,https://trinitycollegelibrarycambridge.wordpress.com/2023/10/16/ugo-foscolo-and-james-boswell-traces-of-a-connection/,,
IT-LAT0582,Angelus et puer,"Rimbaud, Arthur",1868,late,,,
IT-LAT0583,Jugurtha,"Rimbaud, Arthur",1869,late,,,
IT-LAT0985,Laureolus,"Pascoli, Giovanni",1892,late,,,
IT-LAT0986,Iugurtha,"Pascoli, Giovanni",1892,late,https://www.guidoscuderi.it/letteratura/Iugurtha.pdf,,
IT-LAT0983,Senex Corycius,"Pascoli, Giovanni",1902,late,,,
IT-LAT0763,Lettera a Monsignor Hugo Aufderbeck per il VII centenario della chiesa di S. Severo,Ioannes Paulus PP. I,1978,late,,,
IT-LAT0027,Incarnationis mysterium,Ioannes Paulus PP. II,1998,late,,,
IT-LAT0246,Apologeticum,"Tertullianus, Quintus Septimius Florens",196,late,,,
IT-LAT0058,De spectaculis,"Tertullianus, Quintus Septimius Florens",196,late,,,
IT-LAT0750,De cultu feminarum libri duo,"Tertullianus, Quintus Septimius Florens",196,late,,,
IT-LAT0471,Passio Sanctarum Perpetuae et Felicitatis,[Auctor incertus],203,late,,,
MQDQ-151,euangeliorum libri,Vettius Aquilinus Iuuencus,330,late,,,
MQDQ-180,hymni,Ambrosius Mediolanensis,374,late,,,
MQDQ-372,contra Symmachum,"Prudentius, Aurelius Clemens",395,late,,,
MQDQ-365,*carmen de prouidentia,Pseudo-Prosper,416,late,,,
MQDQ-382,de pascha,pseudo Cyprianus,400,late,,,
MQDQ-287,uersus de orantibus,Paulinus Petricordiae,450,late,,,
MQDQ-622,poematum libri,Alcimus Auitus,468,late,,,
MQDQ-352,epistula ad Vigilium,Arator,554,late,,,
IT-LAT0011,S. Benedicti Regula,Benedictus Nursianus,525,late,,,
MQDQ-95,hymnus,Flauius Cabilonensis Episcopus,575,late,,,
MQDQ-229,carminum fragmenta,Naeuius,-235,late,,,
MQDQ-237,elogium,[Auctor incertus],-247,late,,,
MQDQ-316,Mercator,"Plautus, Titus Maccius",-205,late,,,
MQDQ-72,tragoediarum fragmenta,Ennius,-204,late,,,
MQDQ-74,comoediarum fragmenta,Ennius,-204,late,,,
MQDQ-175,palliatae fragmentum,Luscius Lanuuinus,-200,late,,,
IT-LAT0372,Ad Gaium filium,Cornelia,-124,late,,,
MQDQ-493,togatarum fragmenta,Atta,-125,late,,,
MQDQ-338,epigramma,Pompilius,-125,late,,,
IT-LAT0127,Pro Caecina,"Cicero, Marcus Tullius",-69,late,,,
IT-LAT0922_2,De imperio Cn. Pompei ad Quirites oratio,"Cicero, Marcus Tullius",-66,late,,,
IT-LAT0119,De re publica,"Cicero, Marcus Tullius",-54,late,,,
IT-LAT0384,L. Aurelii Hermiae elogium sepulcrale,[Auctor incertus],-80,late,,,
MQDQ-501,carminum fragmenta,Lucius Ticidas,-100,late,,,
IT-LAT0922_3,De optimo genere oratorum,"Cicero, Marcus Tullius",-46,late,,,
IT-LAT0922_14,Topica,"Cicero, Marcus Tullius",-44,late,,,
IT-LAT0155,De fato,"Cicero, Marcus Tullius",-44,late,,,
IT-LAT0240,Commentarius de bello Alexandrino,"Hirtius, Aulus",-47,late,,,
IT-LAT0029_3,Historiae,"Sallustius Crispus, Caius",-39,late,,,
MQDQ-246,amores 2,"Ovidius Naso, Publius",-25,late,,,
MQDQ-505,fabulae incertae,tragici incerti,-200,late,,,
MQDQ-36,palliatae fragmenta,comoediae incertorum,-200,late,,,
MQDQ-504,fabulae,tragici incerti,-200,late,,,
MQDQ-106,carminum fragmenta,Gannius,-100,late,,,
MQDQ-517,carminum fragmenta,Valgius Rufus,-50,late,,,
MQDQ-248,ars,"Ovidius Naso, Publius",-1,late,,,
MQDQ-249,remedia amoris,"Ovidius Naso, Publius",1,late,,,
MQDQ-262,Ibis,"Ovidius Naso, Publius",10,late,,,
MQDQ-257,tristia 5,"Ovidius Naso, Publius",9,late,,,
MQDQ-258,ex Ponto 1,"Ovidius Naso, Publius",13,late,,,
MQDQ-46,carminum fragmenta,Cornelius Seuerus,-40,late,,,
MQDQ-108,Aratea,Germanicus Caesar,4,late,,,
MQDQ-109,Arateorum fragmenta,Germanicus Caesar,4,late,,,
MQDQ-178,"corpus Tibullianum 3, 1-6",Lygdamus,-25,late,,,
IT-LAT0632,De figuris sententiarum et elocutionis,"Lupus, Publius Rutilius",1,late,,,
IT-LAT0237,Ilias Latina,Baebius Italicus,54,late,,,
IT-LAT0230,Epistulae morales ad Lucilium,"Seneca, Lucius Annaeus",63,late,,,
MQDQ-296,bellum ciuile,Petronius,65,late,,,
MQDQ-508,carminum fragmenta,Vagellius,25,late,,,
MQDQ-263,*halieutica,Pseudo-Ovid,17,late,,,
MQDQ-207,epigrammata 13,Martialis,83,late,,,
MQDQ-204,epigrammata 10,Martialis,95,late,,,
MQDQ-446,Punica,Silius Italicus,80,late,,,
IT-LAT0588_2,De aquaeductu urbis Romae,"Frontinus, Sextus Iulius",98,late,,,
MQDQ-556,carmen,Sentius Augurinus,105,late,,,
IT-LAT0349,De condicionibus agrorum,Hyginus the Elder,100,late,,,
IT-LAT0341,De quaestoriis agris,"Flaccus, Siculus",98,late,,,
MQDQ-115,carminum fragmenta,Hadrianus imperator,110,late,,,
MQDQ-467,"Eunuchus, periocha",Sulpicius Apollinaris,100,late,,,
MQDQ-411,Trinummus,argumenta Plautina,100,late,,,
MQDQ-405,Mostellaria,argumenta Plautina,100,late,,,
MQDQ-408,Pseudolus,argumenta Plautina,100,late,,,
IT-LAT0347,De munitionibus castrorum,Pseudo-Hyginus,98,late,,,
IT-LAT0201,Epitome Historiarum Philippicarum Pompei Trogi,"Iustinus Iunianus, Marcus",150,late,,,
IT-LAT0893,Curae boum,"Gargilius Martialis, Quintus",200,late,,,
MQDQ-289,carminum fragmenta,Paulus Quaestor,312,late,,,
MQDQ-158,e Graecis conuersa,"Lactantius, Lucius Caecilius Firmianus",303,late,,,
MQDQ-499,carmina,Tiberianus,275,late,,,
MQDQ-500,carminum fragmenta,Tiberianus,275,late,,,
IT-LAT0286,Testamentum porcelli,[Auctor incertus],325,late,,,
MQDQ-588,commemoratio professorum,"Ausonius, Decimus Magnus",385,late,,,
MQDQ-601,technopaegnion,"Ausonius, Decimus Magnus",388,late,,,
MQDQ-578,praefationes,"Ausonius, Decimus Magnus",379,late,,,
MQDQ-16,panegyricus dictus Honorio tertium consuli,"Claudianus, Claudius",395,late,,,
LC-4,De bello Gildonico,"Claudianus, Claudius",398,late,,,
IT-LAT0364,De solecismo,"Donatus, Aelius",300,late,,,
IT-LAT0329,De nominibus Epitome,"Paris, Iulius",300,late,,,
LC-5,De bello Gothico,"Claudianus, Claudius",402,late,,,
IT-LAT0336,Explanatio in artem Donati,"Servius, Marius Honoratus",400,late,,,
MQDQ-125,"uita Hilarii Arelatensis, uersus inserti",Honoratus Massiliensis,480,late,,,
MQDQ-441,"de ultimis syllabis, praefatio",pseudo Probus,400,late,,,
MQDQ-98,carmen (anth. Riese),Florentinus,496,late,,,
MQDQ-62,"Romulea, fragmentum",Dracontius,480,late,,,
MQDQ-85,"Grammatica, opusc. 6",Ennodius,497,late,,,
MQDQ-86,"Rhetorica, opusc. 6",Ennodius,497,late,,,
IT-LAT0252,Orationes,"Cassiodorus, Flavius Magnus Aurelius",500,late,,,
