term,n_models,christian_votes,non_christian_votes,mean_z,median_z,mean_abs_z,mean_abs_contrib,mean_rank_abs,mean_present_rate,mean_n_present,mean_n_present_ch,mean_n_present_nc,agreement_prop,all_agree,direction
tarentina,5,0,2,-0.7433390037588627,-0.06197930491072715,0.7433390037588627,0.12865667680438758,2744,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
credentus,5,2,0,0.7415330241972433,-0.0027944594785176183,0.7733168822337246,2.5469460259339773,523,0.008287292817679558,3,3,0,0.4,FALSE,christian
brassica,5,0,2,-0.7397407520049097,-0.06197930491072715,0.7397407520049097,3.515010940192653,910,0.016574585635359115,6,0,6,0.4,FALSE,non_christian
heus,5,0,2,-0.7335016858798054,-0.06197930491072715,0.7335016858798054,2.467287820197036,551.4,0.055248618784530384,20,0,20,0.4,FALSE,non_christian
caritas,5,2,0,0.7275606492423033,-0.0027944594785176183,0.7593445072787847,1.4818682310014522,528.6,0.09668508287292818,35,16,19,0.4,FALSE,christian
naevus,5,0,2,-0.7273722642873777,-0.06197930491072715,0.7273722642873777,3.7879074631928424,1336,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
nabuchodonosor,5,2,0,0.7262381257363968,-0.0027944594785176183,0.758021983772878,3.7829822737636043,1069.6,0.011049723756906077,4,4,0,0.4,FALSE,christian
agon,5,2,0,0.725936177212548,-0.0027944594785176183,0.7577200352490292,0.9581584135545155,642.2,0.04419889502762431,16,12,4,0.4,FALSE,christian
pyrenes,5,0,2,-0.7259146791707564,-0.06197930491072715,0.7259146791707564,3.787899431480061,1348.6,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
adpello,5,0,2,-0.7247707731386137,-0.06197930491072715,0.7247707731386137,2.2974738310317835,542.6,0.019337016574585635,7,0,7,0.4,FALSE,non_christian
hercules,5,0,2,-0.7247259057959893,-0.06197930491072715,0.7247259057959893,2.3291560791778827,545.6,0.16574585635359115,60,5,55,0.4,FALSE,non_christian
persicus,5,0,2,-0.7224973498356593,-0.06197930491072715,0.7224973498356593,2.0370941663111433,531.2,0.04696132596685083,17,2,15,0.4,FALSE,non_christian
beniuolus,5,0,2,-0.7224938238196156,-0.06197930491072715,0.7224938238196156,3.72257181192462,1273,0.016574585635359115,6,1,5,0.4,FALSE,non_christian
atia,5,0,2,-0.7218357127380322,-0.06197930491072715,0.7218357127380322,0.5138673368737181,1061,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
semen,5,2,1,0.7199724217325826,-0.013752442763015,0.7561394730828628,0.5262791269229816,989,0.2596685082872928,94,36,58,0.4,FALSE,christian
homerus,5,0,2,-0.7198524063529361,-0.06197930491072715,0.7198524063529361,2.5589130756173586,578.8,0.09392265193370165,34,6,28,0.4,FALSE,non_christian
tuccas,5,0,2,-0.7197434196873504,-0.06197930491072715,0.7197434196873504,0.4742044068978618,1171.4,0.016574585635359115,6,0,6,0.4,FALSE,non_christian
praecaueo,5,2,0,0.7187608263768431,-0.0027944594785176183,0.7505446844133244,0.463633375214554,1190.4,0.03591160220994475,13,9,4,0.4,FALSE,christian
recuperator,5,0,2,-0.71850088888132,-0.06197930491072715,0.71850088888132,3.5032494514513908,1017.6,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
beatitudo,5,2,0,0.7171207413359187,-0.0027944594785176183,0.7489045993724,1.8486793374642523,511.8,0.027624309392265192,10,9,1,0.4,FALSE,christian
asia,5,0,2,-0.7167489025249195,-0.06197930491072715,0.7167489025249195,2.1436413127681466,536.6,0.16022099447513813,58,12,46,0.4,FALSE,non_christian
arianum,5,2,0,0.7162500890091461,-0.0027944594785176183,0.7480339470456275,3.758874692763132,1114.6,0.008287292817679558,3,3,0,0.4,FALSE,christian
falernus,5,2,1,0.7152282807669953,-0.014685880701958455,0.7916308592467539,0.18509804709640457,2203.4,0.07734806629834254,28,6,22,0.4,FALSE,christian
peregre,5,0,2,-0.7151513281149887,-0.06197930491072715,0.7151513281149887,0.8678007581988145,701.2,0.055248618784530384,20,1,19,0.4,FALSE,non_christian
crimen,5,2,1,0.7148757526349069,-0.014685880701958455,0.7578402481498199,1.167307575714948,485.2,0.3784530386740331,137,45,92,0.4,FALSE,christian
nequid,5,0,2,-0.7132132831329645,-0.06197930491072715,0.7132132831329645,1.9436390762464648,534.8,0.024861878453038673,9,0,9,0.4,FALSE,non_christian
scrupea,5,0,2,-0.7119954649731774,-0.06197930491072715,0.7119954649731774,1.7651538878947162,532.4,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
nauis,5,0,2,-0.7109362079219137,-0.06197930491072715,0.7109362079219137,1.8780977950223325,534,0.23480662983425415,85,16,69,0.4,FALSE,non_christian
scaeuola,5,0,2,-0.7104915685642701,-0.06197930491072715,0.7104915685642701,3.356903123317804,929.2,0.03867403314917127,14,1,13,0.4,FALSE,non_christian
contio,5,0,2,-0.7088238105378123,-0.06197930491072715,0.7088238105378123,2.771318171544179,650.8,0.09944751381215469,36,5,31,0.4,FALSE,non_christian
insitio,5,0,2,-0.7080427223396282,-0.06197930491072715,0.7080427223396282,3.354520863096184,943,0.013812154696132596,5,0,5,0.4,FALSE,non_christian
maledictio,5,2,0,0.7067532544676309,-0.0027944594785176183,0.7385371125041122,3.782874906524583,1222.4,0.011049723756906077,4,4,0,0.4,FALSE,christian
crassus,5,0,2,-0.7052683043659634,-0.06197930491072715,0.7052683043659634,2.912201391484742,703.2,0.21823204419889503,79,15,64,0.4,FALSE,non_christian
magistratus,5,0,2,-0.7050758517419804,-0.06197930491072715,0.7050758517419804,2.167672407680854,551.2,0.12430939226519337,45,4,41,0.4,FALSE,non_christian
hebraeus,5,2,0,0.7041110421897521,-0.0027944594785176183,0.7358949002262333,2.609408606459055,569.2,0.03038674033149171,11,11,0,0.4,FALSE,christian
boreas,5,0,2,-0.7020908842343648,-0.06197930491072715,0.7020908842343648,2.0775357515900166,546.2,0.06353591160220995,23,1,22,0.4,FALSE,non_christian
meu,5,0,2,-0.7001967838528198,-0.06197930491072715,0.7001967838528198,2.5377738863769967,603.8,0.03038674033149171,11,0,11,0.4,FALSE,non_christian
hierosolyma,5,2,0,0.6993853544295533,-0.0027944594785176183,0.7311692124660346,1.6892216081517393,527,0.04419889502762431,16,13,3,0.4,FALSE,christian
sextarius,5,0,2,-0.6988862813956255,-0.06197930491072715,0.6988862813956255,3.099195617836407,801.8,0.019337016574585635,7,1,6,0.4,FALSE,non_christian
prophetia,5,2,0,0.6981884411704499,-0.0027944594785176183,0.7299722992069311,1.7958810787537556,520.6,0.03591160220994475,13,13,0,0.4,FALSE,christian
philus,5,0,2,-0.6980032235440293,-0.06197930491072715,0.6980032235440293,3.787745631340127,1759.4,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
quinctus,5,0,2,-0.697640635906798,-0.06197930491072715,0.697640635906798,3.362403774342571,1005.2,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
adoro,5,2,0,0.6976119779950113,-0.0027944594785176183,0.7293958360314925,1.2349932823629797,574.4,0.16022099447513813,58,32,26,0.4,FALSE,christian
plias,5,0,2,-0.6966221840088078,-0.06197930491072715,0.6966221840088078,0.164830605200656,2521.6,0.013812154696132596,5,0,5,0.4,FALSE,non_christian
genesis,5,2,0,0.6962214312459964,-0.0027944594785176183,0.7280052892824777,1.103620096602898,603.8,0.03038674033149171,11,9,2,0.4,FALSE,christian
aruerni,5,2,0,0.6960688200917917,-0.0027944594785176183,0.727852678128273,4.299658205298689,3732,0.008287292817679558,3,1,2,0.4,FALSE,christian
qur,5,0,2,-0.6960549288618383,-0.06197930491072715,0.6960549288618383,2.675492243535258,646.6,0.024861878453038673,9,0,9,0.4,FALSE,non_christian
septentrio,5,0,2,-0.6948376794845116,-0.06197930491072715,0.6948376794845116,2.472626742825718,599,0.03867403314917127,14,2,12,0.4,FALSE,non_christian
cuspis,5,0,2,-0.6933083928936001,-0.06197930491072715,0.6933083928936001,2.2538573935233464,568.2,0.0856353591160221,31,4,27,0.4,FALSE,non_christian
theodosius,5,2,0,0.6927791262414408,-0.0027944594785176183,0.724562984277922,2.310406582752873,545.4,0.027624309392265192,10,7,3,0.4,FALSE,christian
cnosia,5,0,2,-0.692651000670446,-0.0324884318348846,0.692651000670446,0.08378900069333599,3181.2,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
pontifex,5,2,0,0.6920335603789748,-0.0027944594785176183,0.7238174184154562,0.7038360187011243,815.6,0.1270718232044199,46,18,28,0.4,FALSE,christian
propheto,5,2,0,0.6918080451986541,-0.0027944594785176183,0.7235919032351353,2.3922203855638164,553.6,0.03314917127071823,12,12,0,0.4,FALSE,christian
priu,5,0,2,-0.6907521730916878,-0.06197930491072715,0.6907521730916878,2.38927579061989,590,0.03591160220994475,13,0,13,0.4,FALSE,non_christian
matthaeus,5,2,0,0.6880606435282297,-0.0027944594785176183,0.719844501564711,3.1424508481995734,759.2,0.008287292817679558,3,3,0,0.4,FALSE,christian
honorius,5,2,0,0.687363432058079,-0.0027944594785176183,0.7191472900945604,1.345697094845572,563,0.011049723756906077,4,2,2,0.4,FALSE,christian
uenio,5,2,2,-0.686813580748127,-0.06197930491072715,0.8142016659382724,0.3501229339272714,1636.6,0.6077348066298343,220,57,163,0.4,FALSE,non_christian
uarro,5,0,2,-0.6862439963588817,-0.06197930491072715,0.6862439963588817,3.300954086609908,1015.8,0.06629834254143646,24,4,20,0.4,FALSE,non_christian
appello,5,0,2,-0.685150476878512,-0.06197930491072715,0.685150476878512,2.629116137348125,656.8,0.27071823204419887,98,21,77,0.4,FALSE,non_christian
corporalis,5,2,0,0.6848263620153475,-0.0027944594785176183,0.7166102200518287,2.728197505859136,623,0.049723756906077346,18,10,8,0.4,FALSE,christian
salutem,5,2,0,0.6845631353666812,-0.0027944594785176183,0.7163469934031624,0.1197883824088138,2847.4,0.008287292817679558,3,1,2,0.4,FALSE,christian
laicus,5,2,0,0.6836215171030126,-0.0027944594785176183,0.7154053751394938,2.142180931272074,539.8,0.022099447513812154,8,8,0,0.4,FALSE,christian
coelum,5,2,0,0.6831312752842592,-0.0027944594785176183,0.7149151333207404,1.7152807798629066,532.2,0.011049723756906077,4,3,1,0.4,FALSE,christian
adoptio,5,0,2,-0.6826062590375491,-0.06197930491072715,0.6826062590375491,2.5453917578284373,634.4,0.022099447513812154,8,0,8,0.4,FALSE,non_christian
affectatio,5,2,0,0.6824575825271226,-0.0027944594785176183,0.7142414405636038,0.7865814738425079,754,0.011049723756906077,4,3,1,0.4,FALSE,christian
consequenter,5,2,0,0.6821860479201243,-0.0027944594785176183,0.7139699059566055,3.942478978739829,1989.4,0.011049723756906077,4,3,1,0.4,FALSE,christian
operatio,5,2,0,0.6816113909963192,-0.0027944594785176183,0.7133952490328004,2.1215988692974306,540.4,0.03038674033149171,11,11,0,0.4,FALSE,christian
graeci,5,0,2,-0.6812714550247881,-0.06197930491072715,0.6812714550247881,2.6489442853796423,670.4,0.18232044198895028,66,17,49,0.4,FALSE,non_christian
maiestas,5,2,0,0.6802495420138265,-0.0027944594785176183,0.7120334000503077,0.723832020178096,795.4,0.16022099447513813,58,25,33,0.4,FALSE,christian
unius,5,2,0,0.6793773614994447,-0.0027944594785176183,0.7111612195359259,0.3539646881062242,1470.4,0.024861878453038673,9,5,4,0.4,FALSE,christian
consularis,5,0,2,-0.6787909654547523,-0.06197930491072715,0.6787909654547523,2.4019948163348674,608,0.0856353591160221,31,1,30,0.4,FALSE,non_christian
uncia,5,0,2,-0.6777995939137795,-0.06197930491072715,0.6777995939137795,2.5600283318748325,648.4,0.027624309392265192,10,0,10,0.4,FALSE,non_christian
legio,5,0,2,-0.6775275941633612,-0.06197930491072715,0.6775275941633612,3.4083283187439806,1212.6,0.13812154696132597,50,12,38,0.4,FALSE,non_christian
latium,5,0,2,-0.6770717726275326,-0.06197930491072715,0.6770717726275326,1.0098474565906725,645.4,0.11602209944751381,42,7,35,0.4,FALSE,non_christian
fabius,5,0,2,-0.6763942256685088,-0.06197930491072715,0.6763942256685088,1.8137833199915936,553.8,0.09116022099447514,33,3,30,0.4,FALSE,non_christian
phileros,5,0,2,-0.6760129843551241,-0.06197930491072715,0.6760129843551241,0.16983378558358547,2418.6,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
ilium,5,0,2,-0.6751246287408855,-0.06197930491072715,0.6751246287408855,0.6761339546951938,856.6,0.049723756906077346,18,2,16,0.4,FALSE,non_christian
arca,5,2,0,0.6746906730160841,-0.0027944594785176183,0.7064745310525653,0.9844294677456688,644.8,0.12430939226519337,45,20,25,0.4,FALSE,christian
poeni,5,0,2,-0.6738884449072235,-0.06197930491072715,0.6738884449072235,3.1141879270076216,919.2,0.08839779005524862,32,3,29,0.4,FALSE,non_christian
fructus,5,2,1,0.673352075125037,-0.014685880701958455,0.7110137097748241,0.4221766525514787,1261.8,0.30939226519337015,112,38,74,0.4,FALSE,christian
theophilus,5,2,0,0.6730012078549366,-0.0027944594785176183,0.7047850658914179,2.132227638156721,550.2,0.011049723756906077,4,4,0,0.4,FALSE,christian
constantinopolitanus,5,2,0,0.672223694628829,-0.0027944594785176183,0.7040075526653102,1.8869332547760316,539.2,0.013812154696132596,5,5,0,0.4,FALSE,christian
ausonia,5,0,2,-0.6721589715134741,-0.06197930491072715,0.6721589715134741,2.4818969272647915,637.2,0.049723756906077346,18,1,17,0.4,FALSE,non_christian
phantasma,5,2,0,0.6698765580734074,-0.0027944594785176183,0.7016604161098887,3.026892330356108,759.6,0.013812154696132596,5,5,0,0.4,FALSE,christian
dehinc,5,2,1,0.6690325722387588,-0.014685880701958455,0.7235486648952443,0.8846132442983791,660.2,0.1270718232044199,46,20,26,0.4,FALSE,christian
maria,5,2,0,0.667195790096778,-0.0027944594785176183,0.6989796481332592,1.4718921521271817,551,0.06077348066298342,22,15,7,0.4,FALSE,christian
primordius,5,2,0,0.6634885871434136,-0.0027944594785176183,0.6952724451798948,1.9118889878852676,544.6,0.022099447513812154,8,6,2,0.4,FALSE,christian
seruolus,5,0,2,-0.6629376056395262,-0.06197930491072715,0.6629376056395262,0.7305503311139365,800.4,0.03591160220994475,13,0,13,0.4,FALSE,non_christian
augurium,5,0,2,-0.6615399943496741,-0.06197930491072715,0.6615399943496741,1.0105855305375362,651,0.052486187845303865,19,1,18,0.4,FALSE,non_christian
paeanus,5,0,2,-0.6613062491887767,-0.06197930491072715,0.6613062491887767,0.23381385380391673,2033.8,0.013812154696132596,5,0,5,0.4,FALSE,non_christian
milo,5,0,2,-0.6611404018077401,-0.06197930491072715,0.6611404018077401,3.254743255835982,1143.2,0.03867403314917127,14,1,13,0.4,FALSE,non_christian
brutum,5,2,0,0.6597756496564932,-0.0027944594785176183,0.6915595076929744,1.175284366441896,603.8,0.019337016574585635,7,6,1,0.4,FALSE,christian
hortensius,5,0,2,-0.6592140245858846,-0.06197930491072715,0.6592140245858846,3.0763613963005993,964.6,0.03591160220994475,13,0,13,0.4,FALSE,non_christian
erus,5,0,2,-0.6581893835370376,-0.06197930491072715,0.6581893835370376,1.8139146424225452,566.6,0.07734806629834254,28,3,25,0.4,FALSE,non_christian
oboedientia,5,2,0,0.6554543072941746,-0.0027944594785176183,0.6872381653306558,2.5378134248308983,627,0.016574585635359115,6,3,3,0.4,FALSE,christian
labeo,5,0,2,-0.6540893767396219,-0.06197930491072715,0.6540893767396219,1.8203832609546726,571.2,0.027624309392265192,10,0,10,0.4,FALSE,non_christian
dius,5,0,2,-0.6516915071582572,-0.06197930491072715,0.6516915071582572,0.4121196429471382,1318.4,0.06353591160220995,23,2,21,0.4,FALSE,non_christian
catilina,5,0,2,-0.6506442378177805,-0.06197930491072715,0.6506442378177805,2.2112456620099232,616.6,0.06353591160220995,23,3,20,0.4,FALSE,non_christian
humilio,5,2,0,0.650413543184741,-0.0027944594785176183,0.6821974012212223,2.1712640014175535,573.8,0.024861878453038673,9,8,1,0.4,FALSE,christian
chananaeus,5,2,0,0.648973615993345,-0.0027944594785176183,0.6807574740298263,2.8415737692176166,738.4,0.008287292817679558,3,3,0,0.4,FALSE,christian
helias,5,2,0,0.64873281905406055,-0.0027944594785176183,0.6805166770905418,1.7478581748871698,554,0.03038674033149171,11,9,2,0.4,FALSE,christian
sexus,5,2,0,0.64673799873025,-0.0027944594785176183,0.6785218567667313,0.9393109826921577,673.4,0.16298342541436464,59,26,33,0.4,FALSE,christian
laius,5,0,2,-0.6465666998218148,-0.06197930491072715,0.6465666998218148,1.8936296788534634,584,0.013812154696132596,5,0,5,0.4,FALSE,non_christian
benedico,5,2,0,0.6463505765829116,-0.0027944594785176183,0.6781344346193928,2.1812903580592757,579.4,0.06077348066298342,22,17,5,0.4,FALSE,christian
hannibal,5,0,2,-0.6463154537951254,-0.06197930491072715,0.6463154537951254,2.8817870515494812,874,0.10220994475138122,37,6,31,0.4,FALSE,non_christian
datiuus,5,0,2,-0.6459981654239786,-0.06197930491072715,0.6459981654239786,3.362119209492461,1484.8,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
sudus,5,0,2,-0.6457509922892983,-0.06197930491072715,0.6457509922892983,0.12811893882251482,2760.8,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
agrippa,5,0,2,-0.645489553762879,-0.06197930491072715,0.645489553762879,2.5630049697017396,719.4,0.03867403314917127,14,0,14,0.4,FALSE,non_christian
temperantia,5,0,2,-0.6438768487008881,-0.06197930491072715,0.6438768487008881,2.326296945763496,649.6,0.03314917127071823,12,0,12,0.4,FALSE,non_christian
pecunia,5,1,2,-0.6436167856466248,-0.06197930491072715,0.6499427698550648,2.369843960573028,618.4,0.20994475138121546,76,11,65,0.4,FALSE,non_christian
uirginitas,5,2,0,0.6434659497777419,-0.0027944594785176183,0.6752498078142233,0.4714576943501324,1192,0.0718232044198895,26,14,12,0.4,FALSE,christian
metropolitanus,5,2,0,0.6429566533992057,-0.0027944594785176183,0.674740511435687,1.2756265956359951,583.6,0.011049723756906077,4,4,0,0.4,FALSE,christian
unanimitas,5,2,0,0.6428515718747959,-0.0027944594785176183,0.6746354299112772,2.257285624651863,590.8,0.008287292817679558,3,3,0,0.4,FALSE,christian
iustinus,5,0,2,-0.6411757252935588,-0.06197930491072715,0.6411757252935588,0.33651999253917475,1537.2,0.016574585635359115,6,1,5,0.4,FALSE,non_christian
capitulum,5,2,0,0.6395955954741745,-0.0027944594785176183,0.6713794535106559,2.2312545582094576,592,0.03314917127071823,12,9,3,0.4,FALSE,christian
saeclum,5,2,0,0.6385727075947042,-0.0027944594785176183,0.6703565656311855,0.9337321171277804,676.4,0.12154696132596685,44,21,23,0.4,FALSE,christian
metellus,5,0,2,-0.6362737716162227,-0.06197930491072715,0.6362737716162227,2.327926525977212,669,0.09392265193370165,34,0,34,0.4,FALSE,non_christian
uoluptas,5,0,2,-0.6361297719782801,-0.06197930491072715,0.6361297719782801,2.0912699598707163,619.4,0.26795580110497236,97,25,72,0.4,FALSE,non_christian
operor,5,2,1,0.6360156219356282,-0.0027944594785176183,0.6781243434031389,1.0764010485395474,603.8,0.13259668508287292,48,28,20,0.4,FALSE,christian
caspius,5,0,2,-0.6354161459026301,-0.06197930491072715,0.6354161459026301,2.389593859459793,687.8,0.03867403314917127,14,0,14,0.4,FALSE,non_christian
moses,5,2,0,0.6352815968074007,-0.0027944594785176183,0.667065454843882,0.8822580984487643,705.2,0.011049723756906077,4,4,0,0.4,FALSE,christian
decimanus,5,0,2,-0.6348158997138721,-0.06197930491072715,0.6348158997138721,0.9878894323876064,664.8,0.016574585635359115,6,0,6,0.4,FALSE,non_christian
deputo,5,2,0,0.6347247144825016,-0.0027944594785176183,0.6665085725189828,1.2571508620818943,594,0.09392265193370165,34,18,16,0.4,FALSE,christian
suscipiendus,5,2,0,0.6337853864938156,-0.0027944594785176183,0.6655692445302968,0.22492722806947477,2086.4,0.027624309392265192,10,5,5,0.4,FALSE,christian
gloria,5,2,0,0.6335363062284095,-0.0027944594785176183,0.6653201642648907,0.45371185111853657,1220.4,0.4198895027624309,152,48,104,0.4,FALSE,christian
expositio,5,2,0,0.6323562022260829,-0.0027944594785176183,0.6641400602625642,2.329416114123423,616,0.027624309392265192,10,5,5,0.4,FALSE,christian
immundus,5,2,0,0.6319654898012509,-0.0027944594785176183,0.6637493478377322,0.6106191652359215,938.6,0.08287292817679558,30,19,11,0.4,FALSE,christian
congruus,5,2,0,0.6311958898399821,-0.0027944594785176183,0.6629797478764633,0.4282182331041507,1280.8,0.06353591160220995,23,12,11,0.4,FALSE,christian
eua,5,2,0,0.6308105326476993,-0.0027944594785176183,0.6625943906841806,2.381220565935599,631,0.019337016574585635,7,6,1,0.4,FALSE,christian
thebae,5,0,2,-0.6304552178060643,-0.06197930491072715,0.6304552178060643,2.3564672441766086,688.4,0.08839779005524862,32,3,29,0.4,FALSE,non_christian
armipotens,5,0,2,-0.6292115432978781,-0.06197930491072715,0.6292115432978781,0.4038069779083052,1337.6,0.03314917127071823,12,1,11,0.4,FALSE,non_christian
petreius,5,0,2,-0.6282645373856562,-0.06197930491072715,0.6282645373856562,3.3346648853237384,1677.8,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
burdigala,5,0,2,-0.6262170682919944,-0.06197930491072715,0.6262170682919944,0.6258979361062821,933,0.019337016574585635,7,1,6,0.4,FALSE,non_christian
congregatio,5,2,0,0.6237780068503976,-0.0027944594785176183,0.6555618648868788,2.517289884273587,685.4,0.03591160220994475,13,10,3,0.4,FALSE,christian
reprobo,5,2,0,0.6235002213601079,-0.0027944594785176183,0.6552840793965891,1.4677128279226113,573.8,0.03038674033149171,11,11,0,0.4,FALSE,christian
regredior,5,2,0,0.623430111796136,-0.0027944594785176183,0.6552139698326173,3.102925534166649,1020.4,0.08287292817679558,30,12,18,0.4,FALSE,christian
uallum,5,0,2,-0.6231260970333299,-0.06197930491072715,0.6231260970333299,2.2627509670954997,678.8,0.0856353591160221,31,4,27,0.4,FALSE,non_christian
talea,5,0,2,-0.6230266010484803,-0.06197930491072715,0.6230266010484803,3.16833104055191,1372.2,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
pluralis,5,0,2,-0.6227076682730083,-0.06197930491072715,0.6227076682730083,3.554954541160909,2836.2,0.011049723756906077,4,2,2,0.4,FALSE,non_christian
genitrix,5,2,0,0.6205864299860034,-0.0027944594785176183,0.6523702880224845,0.23984604389521227,2009.8,0.027624309392265192,10,5,5,0.4,FALSE,christian
varus,5,0,2,-0.6191366126456478,-0.06197930491072715,0.6191366126456478,3.0314324336540697,1192.6,0.016574585635359115,6,0,6,0.4,FALSE,non_christian
alaricus,5,2,0,0.6186127870560836,-0.0027944594785176183,0.6503966450925648,2.7228498460859916,773.4,0.008287292817679558,3,2,1,0.4,FALSE,christian
isaia,5,2,0,0.6176980344484249,-0.0027944594785176183,0.6494818924849062,1.2754874133883505,593,0.011049723756906077,4,4,0,0.4,FALSE,christian
eulogia,5,2,0,0.6169784214541204,-0.0027944594785176183,0.6487622794906016,1.1750485414181384,615.4,0.008287292817679558,3,3,0,0.4,FALSE,christian
hercule,5,0,2,-0.6164185664846065,-0.06197930491072715,0.6164185664846065,2.559690104777897,796.6,0.027624309392265192,10,0,10,0.4,FALSE,non_christian
sonipes,5,0,2,-0.6163520385661331,-0.06197930491072715,0.6163520385661331,2.0948924748758713,649.2,0.058011049723756904,21,2,19,0.4,FALSE,non_christian
culpabilis,5,2,0,0.6163062420875168,-0.0027944594785176183,0.648090100123998,3.224705440322695,1222.4,0.013812154696132596,5,5,0,0.4,FALSE,christian
triarius,5,0,2,-0.6125644837519866,-0.06197930491072715,0.6125644837519866,2.1979514126819657,684.2,0.019337016574585635,7,0,7,0.4,FALSE,non_christian
lauacrum,5,2,0,0.6125387697023312,-0.0027944594785176183,0.6443226277388124,1.805459026687831,582,0.06629834254143646,24,19,5,0.4,FALSE,christian
blasphemo,5,2,0,0.6100710205097651,-0.0027944594785176183,0.6418548785462463,1.8151108752226457,584.2,0.027624309392265192,10,10,0,0.4,FALSE,christian
equitatus,5,0,2,-0.6076335423240666,-0.06197930491072715,0.6076335423240666,2.737138513942557,953.6,0.049723756906077346,18,1,17,0.4,FALSE,non_christian
phormius,5,0,2,-0.6073659888922156,-0.06197930491072715,0.6073659888922156,2.841250431340475,1049.8,0.011049723756906077,4,0,4,0.4,FALSE,non_christian
cellula,5,2,0,0.6067446959292093,-0.0027944594785176183,0.6385285539656905,2.6766028572266887,787.6,0.027624309392265192,10,7,3,0.4,FALSE,christian
cyrillus,5,2,0,0.6066380721595913,-0.0027944594785176183,0.6384219301960725,1.9745856891827873,601,0.008287292817679558,3,3,0,0.4,FALSE,christian
superstitio,5,2,0,0.6059886906732546,-0.0027944594785176183,0.6377725487097359,0.844508827200316,734,0.0718232044198895,26,12,14,0.4,FALSE,christian
promissio,5,2,0,0.6045960189400067,-0.0027944594785176183,0.6363798769764879,1.2806087923051093,600.2,0.04143646408839779,15,10,5,0.4,FALSE,christian
patrimonium,5,0,2,-0.6043934880407041,-0.06197930491072715,0.6043934880407041,2.231691279013457,707.2,0.08839779005524862,32,4,28,0.4,FALSE,non_christian
cluo,5,2,0,0.6042420959405078,-0.0027944594785176183,0.6360259539769892,0.44218091042790036,1263,0.024861878453038673,9,6,3,0.4,FALSE,christian
apocalypsis,5,2,0,0.6023468186082008,-0.0027944594785176183,0.634130676644682,2.8195359703089324,891,0.011049723756906077,4,4,0,0.4,FALSE,christian
uotus,5,2,0,0.6016069289508813,-0.0027944594785176183,0.6333907869873626,0.45491149336315856,1225.8,0.08287292817679558,30,14,16,0.4,FALSE,christian
floccus,5,0,2,-0.6009503405999388,-0.06197930491072715,0.6009503405999388,0.35596931489805655,1489.2,0.022099447513812154,8,0,8,0.4,FALSE,non_christian
anellus,5,0,2,-0.6009458331195615,-0.0324884318348846,0.6009458331195615,0.08328367887169506,3199.4,0.008287292817679558,3,0,3,0.4,FALSE,non_christian
hasta,5,0,2,-0.6008871961700355,-0.06197930491072715,0.6008871961700355,2.3621682388288487,757.4,0.16022099447513813,58,9,49,0.4,FALSE,non_christian
tribunus,5,0,2,-0.600501153138887,-0.06197930491072715,0.600501153138887,2.165050781852352,700.2,0.16022099447513813,58,12,46,0.4,FALSE,non_christian
rufus,5,0,2,-0.5988933171609037,-0.06197930491072715,0.5988933171609037,1.1404124430270892,647,0.07458563535911603,27,2,25,0.4,FALSE,non_christian
macedonia,5,0,2,-0.5979609171354541,-0.06197930491072715,0.5979609171354541,2.8687163363655124,1152.2,0.0718232044198895,26,4,22,0.4,FALSE,non_christian
cohors,5,0,2,-0.5954909467005716,-0.06197930491072715,0.5954909467005716,2.6578720216775524,950,0.1408839779005525,51,11,40,0.4,FALSE,non_christian
cicero,5,0,2,-0.5946488565709097,-0.06197930491072715,0.5946488565709097,2.127084773372002,703.8,0.10497237569060773,38,7,31,0.4,FALSE,non_christian
desubito,5,0,2,-0.5912510841895202,-0.06197930491072715,0.5912510841895202,0.14686343457582393,2653.8,0.03038674033149171,11,1,10,0.4,FALSE,non_christian
coelus,5,2,0,0.5908436790318126,-0.0027944594785176183,0.6226275370682938,1.651229376633916,594.2,0.024861878453038673,9,6,3,0.4,FALSE,christian
institutor,5,2,0,0.5899777780629663,-0.0027944594785176183,0.6217616360994475,2.0382221142479193,632.2,0.016574585635359115,6,6,0,0.4,FALSE,christian
sanctificus,5,2,0,0.5893416860222223,-0.0027944594785176183,0.6211255440587035,0.8820049563410298,720.4,0.011049723756906077,4,4,0,0.4,FALSE,christian
schismatum,5,2,0,0.5884965198661535,-0.0027944594785176183,0.6202803779026347,1.5289922117189076,591,0.013812154696132596,5,5,0,0.4,FALSE,christian
lyricus,5,2,0,0.5881596266735252,-0.0027944594785176183,0.6199434847100065,0.03491991606783799,3783.4,0.019337016574585635,7,2,5,0.4,FALSE,christian
